Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Effectiveness for detecting faults within and outside the scope of testing techniques: an independent replication,Empirical Software Engineering,,19,2,10.1007/s10664-013-9267-7,Cecilia ApaOscar DiesteEdison G. Espinosa G.Efraí_n R. Fonseca C.,2014,http://link.springer.com/article/10.1007/s10664-013-9267-7,Article
Empirical study on the maintainability of Web applications: Model-driven Engineering vs Code-centric,Empirical Software Engineering,,19,6,10.1007/s10664-013-9269-5,Yulkeidi Martí_nezCristina CacheroSantiago Meliíç,2014,http://link.springer.com/article/10.1007/s10664-013-9269-5,Article
Evolving robust networks for systems-of-systems: is it viable for large networks?,Empirical Software Engineering,,19,5,10.1007/s10664-013-9295-3,Jonathan M. AitkenRob AlexanderTim KellySimon Poulding,2014,http://link.springer.com/article/10.1007/s10664-013-9295-3,Article
Examination of the software architecture change characterization scheme using three empirical studies,Empirical Software Engineering,,19,3,10.1007/s10664-012-9223-y,Byron J. WilliamsJeffrey C. Carver,2014,http://link.springer.com/article/10.1007/s10664-012-9223-y,Article
Experiences with incorporating formal techniques into industrial practice,Empirical Software Engineering,,19,4,10.1007/s10664-013-9251-2,Ammar OsaiweranMathijs SchutsJozef Hooman,2014,http://link.springer.com/article/10.1007/s10664-013-9251-2,Article
From offshore outsourcing to insourcing and partnerships: four failed outsourcing attempts,Empirical Software Engineering,,19,5,10.1007/s10664-013-9272-x,Nils Brede MoeDarja ÅæmiteGeir Kjetil HanssenHamish Barney,2014,http://link.springer.com/article/10.1007/s10664-013-9272-x,Article
High-MCC Functions in the Linux Kernel,Empirical Software Engineering,,19,5,10.1007/s10664-013-9275-7,Ahmad JbaraAdam MatanDror G. Feitelson,2014,http://link.springer.com/article/10.1007/s10664-013-9275-7,Article
How changes affect software entropy: an empirical study,Empirical Software Engineering,,19,1,10.1007/s10664-012-9214-z,Gerardo CanforaLuigi CeruloMarta CimitileMassimiliano Di Penta,2014,http://link.springer.com/article/10.1007/s10664-012-9214-z,Article
Investigating the effects of personality traits on pair programming in a higher education setting through a family of experiments,Empirical Software Engineering,,19,3,10.1007/s10664-012-9238-4,Norsaremah SallehEmilia MendesJohn Grundy,2014,http://link.springer.com/article/10.1007/s10664-012-9238-4,Article
Investigation of individual factors impacting the effectiveness of requirements inspections: a replicated experiment,Empirical Software Engineering,,19,1,10.1007/s10664-012-9221-0,í_zlem AlbayrakJeffrey C. Carver,2014,http://link.springer.com/article/10.1007/s10664-012-9221-0,Article
Labeling source code with information retrieval methods: an empirical study,Empirical Software Engineering,,19,5,10.1007/s10664-013-9285-5,Andrea De LuciaMassimiliano Di PentaRocco OlivetoAnnibale PanichellaSebastiano Panichella,2014,http://link.springer.com/article/10.1007/s10664-013-9285-5,Article
Measuring and modeling programming experience,Empirical Software Engineering,,19,5,10.1007/s10664-013-9286-4,Janet SiegmundChristian Kí_stnerJí_rg LiebigSven ApelStefan Hanenberg,2014,http://link.springer.com/article/10.1007/s10664-013-9286-4,Article
MND-SCEMP: an empirical study of a software cost estimation modeling process in the defense domain,Empirical Software Engineering,,19,1,10.1007/s10664-012-9220-1,Taeho LeeTaewan GuJongmoon Baik,2014,http://link.springer.com/article/10.1007/s10664-012-9220-1,Article
On the role of tests in test-driven development: a differentiated and partial replication,Empirical Software Engineering,,19,2,10.1007/s10664-013-9259-7,Davide FucciBurak Turhan,2014,http://link.springer.com/article/10.1007/s10664-013-9259-7,Article
On the variation and specialisation of workloadäóîA case study of the Gnome ecosystem community,Empirical Software Engineering,,19,4,10.1007/s10664-013-9244-1,Bogdan VasilescuAlexander SerebrenikMathieu GoeminneTom Mens,2014,http://link.springer.com/article/10.1007/s10664-013-9244-1,Article
On using machine learning to automatically classify software applications into domain categories,Empirical Software Engineering,,19,3,10.1007/s10664-012-9230-z,Mario Linares-VíçsquezCollin McMillanDenys PoshyvanykMark Grechanik,2014,http://link.springer.com/article/10.1007/s10664-012-9230-z,Article
Performance assessment of an architecture with adaptative interfaces for people with special needs,Empirical Software Engineering,,19,6,10.1007/s10664-013-9297-1,Elena Gí_mez-Martí_nezRafael Gonzalez-CaberoJose Merseguer,2014,http://link.springer.com/article/10.1007/s10664-013-9297-1,Article
Predicting object-oriented class reuse-proneness using internal quality attributes,Empirical Software Engineering,,19,4,10.1007/s10664-012-9239-3,Jehad Al DallalSandro Morasca,2014,http://link.springer.com/article/10.1007/s10664-012-9239-3,Article
Recovering from a decade: a systematic mapping  of information retrieval approaches  to software traceability,Empirical Software Engineering,,19,6,10.1007/s10664-013-9255-y,Markus BorgPer RunesonAnders Ardí_,2014,http://link.springer.com/article/10.1007/s10664-013-9255-y,Article
Replication of empirical studies in software engineering research: a systematic mapping study,Empirical Software Engineering,,19,3,10.1007/s10664-012-9227-7,Fabio Q. B. da SilvaMarcos SuassunaA. Cí©sar C. Franí_aAlicia M. GrubbTatiana B. GouveiaCleviton V. F. MonteiroIgor Ebrahim dos Santos,2014,http://link.springer.com/article/10.1007/s10664-012-9227-7,Article
Replications of software engineering experiments,Empirical Software Engineering,,19,2,10.1007/s10664-013-9290-8,Jeffrey C. CarverNatalia JuristoMaria Teresa BaldassarreSira Vegas,2014,http://link.springer.com/article/10.1007/s10664-013-9290-8,Article
Reporting experiments to satisfy professionalsäó» information needs,Empirical Software Engineering,,19,6,10.1007/s10664-013-9268-6,Andreas JedlitschkaNatalia JuristoDieter Rombach,2014,http://link.springer.com/article/10.1007/s10664-013-9268-6,Article
Resolving the challenges of time and distance,Empirical Software Engineering,,19,5,10.1007/s10664-014-9309-9,Filippo LanubileRafael PrikladnickiErran CarmelRini van Solingen,2014,http://link.springer.com/article/10.1007/s10664-014-9309-9,Article
Software defect prediction using Bayesian networks,Empirical Software Engineering,,19,1,10.1007/s10664-012-9218-8,Ahmet OkutanOlcay Taner YÛ±ldÛ±z,2014,http://link.springer.com/article/10.1007/s10664-012-9218-8,Article
Software process evaluation: a machine learning framework with application to defect managementŒæprocess,Empirical Software Engineering,,19,6,10.1007/s10664-013-9254-z,Ning ChenSteven C. H. HoiXiaokui Xiao,2014,http://link.springer.com/article/10.1007/s10664-013-9254-z,Article
Special issue on program comprehension,Empirical Software Engineering,,19,5,10.1007/s10664-014-9329-5,Michael W. GodfreyArie van Deursen,2014,http://link.springer.com/article/10.1007/s10664-014-9329-5,Article
Static test case prioritization using topic models,Empirical Software Engineering,,19,1,10.1007/s10664-012-9219-7,Stephen W. ThomasHadi HemmatiAhmed E. HassanDorothea Blostein,2014,http://link.springer.com/article/10.1007/s10664-012-9219-7,Article
SWordNet: Inferring semantically related words from software context,Empirical Software Engineering,,19,6,10.1007/s10664-013-9264-x,Jinqiu YangLin Tan,2014,http://link.springer.com/article/10.1007/s10664-013-9264-x,Article
The impact of UML modeling on defect density and defect resolution time in a proprietary system,Empirical Software Engineering,,19,4,10.1007/s10664-013-9243-2,Ariadi NugrohoMichel R. V. Chaudron,2014,http://link.springer.com/article/10.1007/s10664-013-9243-2,Article
Validating differential relationships between risk categories and project performance as perceived by managers,Empirical Software Engineering,,19,6,10.1007/s10664-013-9270-z,Wen-Ming Han,2014,http://link.springer.com/article/10.1007/s10664-013-9270-z,Article
Variation factors in the design and analysis of replicated controlled experiments,Empirical Software Engineering,,19,6,10.1007/s10664-013-9262-z,Per RunesonAndreas StefikAnneliese Andrews,2014,http://link.springer.com/article/10.1007/s10664-013-9262-z,Article
Waste identification and elimination in information technology organizations,Empirical Software Engineering,,19,6,10.1007/s10664-014-9302-3,Osama Al-BaikJames Miller,2014,http://link.springer.com/article/10.1007/s10664-014-9302-3,Article
What are developers talking about? An analysis of topics and trends in Stack Overflow,Empirical Software Engineering,,19,3,10.1007/s10664-012-9231-y,Anton BaruaStephen W. ThomasAhmed E. Hassan,2014,http://link.springer.com/article/10.1007/s10664-012-9231-y,Article
1600 faults in 100 projects: automatically finding faults while achieving high coverage with EvoSuite,Empirical Software Engineering,,20,3,10.1007/s10664-013-9288-2,Gordon FraserAndrea Arcuri,2015,http://link.springer.com/article/10.1007/s10664-013-9288-2,Article
A framework and architecture for rapid software development: a success story,Empirical Software Engineering,,20,6,10.1007/s10664-014-9320-1,Manuel J. Moreno-LizaranzuFederico Cuesta,2015,http://link.springer.com/article/10.1007/s10664-014-9320-1,Article
A large study on the effect of code obfuscation on the quality of java code,Empirical Software Engineering,,20,6,10.1007/s10664-014-9321-0,Mariano CeccatoAndrea CapiluppiPaolo FalcarinCornelia Boldyreff,2015,http://link.springer.com/article/10.1007/s10664-014-9321-0,Article
A Large-Scale Empirical Study of the Relationship between Build Technology and Build Maintenance,Empirical Software Engineering,,20,6,10.1007/s10664-014-9324-x,Shane McIntoshMeiyappan NagappanBram AdamsAudris MockusAhmed E. Hassan,2015,http://link.springer.com/article/10.1007/s10664-014-9324-x,Article
A practical guide to controlled experiments of software engineering tools with human participants,Empirical Software Engineering,,20,1,10.1007/s10664-013-9279-3,Andrew J. KoThomas D. LaTozaMargaret M. Burnett,2015,http://link.springer.com/article/10.1007/s10664-013-9279-3,Article
Achieving scalable mutation-based generation of whole test suites,Empirical Software Engineering,,20,3,10.1007/s10664-013-9299-z,Gordon FraserAndrea Arcuri,2015,http://link.springer.com/article/10.1007/s10664-013-9299-z,Article
An elicitation instrument for operationalising GQM+Strategies (GQM+S-EI),Empirical Software Engineering,,20,4,10.1007/s10664-014-9306-z,Kai PetersenCigdem GencelNegin AsghariStefanie Betz,2015,http://link.springer.com/article/10.1007/s10664-014-9306-z,Article
An empirical comparison of model-based and capture and replay approaches for performance testing,Empirical Software Engineering,,20,6,10.1007/s10664-014-9337-5,Elder Macedo RodriguesFlíçvio Moreira de OliveiraLeandro Teodoro CostaMaicon BernardinoAvelino Francisco ZorzoSimone do Rocio Senger SouzaRodrigo Saad,2015,http://link.springer.com/article/10.1007/s10664-014-9337-5,Article
An empirical study on the importance of source code entities for requirements traceability,Empirical Software Engineering,,20,2,10.1007/s10664-014-9315-y,Nasir AliZohreh SharafiYann-Gaí‚l Guí©hí©neucGiuliano Antoniol,2015,http://link.springer.com/article/10.1007/s10664-014-9315-y,Article
An experiment on the effectiveness and efficiency of exploratory testing,Empirical Software Engineering,,20,3,10.1007/s10664-014-9301-4,Wasif AfzalAhmad Nauman GhaziJuha ItkonenRichard TorkarAnneliese AndrewsKhurram Bhatti,2015,http://link.springer.com/article/10.1007/s10664-014-9301-4,Article
An experimental investigation comparing individual and collaborative work productivity when using desktop and cloud modeling tools,Empirical Software Engineering,,20,1,10.1007/s10664-013-9280-x,Gregor PolanÛçiÛçGregor JoÅçtMarjan HeriÛçko,2015,http://link.springer.com/article/10.1007/s10664-013-9280-x,Article
Are test smells really harmful? An empirical study,Empirical Software Engineering,,20,4,10.1007/s10664-014-9313-0,Gabriele BavotaAbdallah QusefRocco OlivetoAndrea De LuciaDave Binkley,2015,http://link.springer.com/article/10.1007/s10664-014-9313-0,Article
Automated prediction of bug report priority using multi-factor analysis,Empirical Software Engineering,,20,5,10.1007/s10664-014-9331-y,Yuan TianDavid LoXin XiaChengnian Sun,2015,http://link.springer.com/article/10.1007/s10664-014-9331-y,Article
"Case studies synthesis: a thematic, cross-case, and narrative synthesis worked example",Empirical Software Engineering,,20,6,10.1007/s10664-014-9326-8,Daniela S. CruzesTore Dybí«Per RunesonMartin Hí_st,2015,http://link.springer.com/article/10.1007/s10664-014-9326-8,Article
Charting the API minefield using software telemetry data,Empirical Software Engineering,,20,6,10.1007/s10664-014-9343-7,Maria KechagiaDimitris MitropoulosDiomidis Spinellis,2015,http://link.springer.com/article/10.1007/s10664-014-9343-7,Article
Classification model for code clones based on machine learning,Empirical Software Engineering,,20,4,10.1007/s10664-014-9316-x,Jiachen YangKeisuke HottaYoshiki HigoHiroshi IgakiShinji Kusumoto,2015,http://link.springer.com/article/10.1007/s10664-014-9316-x,Article
Confounding parameters on program comprehension: a literature survey,Empirical Software Engineering,,20,4,10.1007/s10664-014-9318-8,Janet SiegmundJana Schumann,2015,http://link.springer.com/article/10.1007/s10664-014-9318-8,Article
Detecting and refactoring code smells in spreadsheet formulas,Empirical Software Engineering,,20,2,10.1007/s10664-013-9296-2,Felienne HermansMartin PinzgerArie van Deursen,2015,http://link.springer.com/article/10.1007/s10664-013-9296-2,Article
Developer initiation and social interactions in OSS: A case study of the Apache Software Foundation,Empirical Software Engineering,,20,5,10.1007/s10664-014-9332-x,Mohammad GharehyazieDaryl PosnettBogdan VasilescuVladimir Filkov,2015,http://link.springer.com/article/10.1007/s10664-014-9332-x,Article
Do developers benefit from requirements traceability when evolving and maintaining a software system?,Empirical Software Engineering,,20,2,10.1007/s10664-014-9314-z,Patrick Mí_derAlexander Egyed,2015,http://link.springer.com/article/10.1007/s10664-014-9314-z,Article
Do topics make sense to managers and developers?,Empirical Software Engineering,,20,2,10.1007/s10664-014-9312-1,Abram HindleChristian BirdThomas ZimmermannNachiappan Nagappan,2015,http://link.springer.com/article/10.1007/s10664-014-9312-1,Article
Empirical evidence on the link between object-oriented measures and external quality attributes: a systematic literature review,Empirical Software Engineering,,20,3,10.1007/s10664-013-9291-7,Ronald JabangweJí_rgen Bí_rstlerDarja ÅæmiteClaes Wohlin,2015,http://link.springer.com/article/10.1007/s10664-013-9291-7,Article
"Fault density, fault types, and spectra-based fault localization",Empirical Software Engineering,,20,4,10.1007/s10664-014-9304-1,Nicholas DiGiuseppeJames A. Jones,2015,http://link.springer.com/article/10.1007/s10664-014-9304-1,Article
Fostering effective inter-team knowledge sharing in agile software development,Empirical Software Engineering,,20,4,10.1007/s10664-014-9307-y,Viviane SantosAlfredo GoldmanCleidson R. B. de Souza,2015,http://link.springer.com/article/10.1007/s10664-014-9307-y,Article
Green mining: a methodology of relating software change and configuration to power consumption,Empirical Software Engineering,,20,2,10.1007/s10664-013-9276-6,Abram Hindle,2015,http://link.springer.com/article/10.1007/s10664-013-9276-6,Article
HAZOP-based identification of events in use cases,Empirical Software Engineering,,20,1,10.1007/s10664-013-9277-5,Jakub JurkiewiczJerzy NawrockiMirosÅ‰aw OchodekTomasz GÅ‰owacki,2015,http://link.springer.com/article/10.1007/s10664-013-9277-5,Article
How product owner teams scale agile methods to large distributed enterprises,Empirical Software Engineering,,20,6,10.1007/s10664-014-9322-z,Julian M. Bass,2015,http://link.springer.com/article/10.1007/s10664-014-9322-z,Article
How the Apache community upgrades dependencies: an evolutionary study,Empirical Software Engineering,,20,5,10.1007/s10664-014-9325-9,Gabriele BavotaGerardo CanforaMassimiliano Di PentaRocco OlivetoSebastiano Panichella,2015,http://link.springer.com/article/10.1007/s10664-014-9325-9,Article
Introduction to the special issue on software maintenance and evolution research,Empirical Software Engineering,,20,5,10.1007/s10664-015-9398-0,Yann-Gaí‚l Guí©hí©neucTom Mens,2015,http://link.springer.com/article/10.1007/s10664-015-9398-0,Article
Link analysis algorithms for static concept location: an empirical assessment,Empirical Software Engineering,,20,6,10.1007/s10664-014-9327-7,Giuseppe ScannielloAndrian MarcusDaniele Pascale,2015,http://link.springer.com/article/10.1007/s10664-014-9327-7,Article
Management of community contributions,Empirical Software Engineering,,20,1,10.1007/s10664-013-9284-6,Nicolas BettenburgAhmed E. HassanBram AdamsDaniel M. German,2015,http://link.springer.com/article/10.1007/s10664-013-9284-6,Article
Mining software repair models for reasoning on the search space of automated program fixing,Empirical Software Engineering,,20,1,10.1007/s10664-013-9282-8,Matias MartinezMartin Monperrus,2015,http://link.springer.com/article/10.1007/s10664-013-9282-8,Article
Mining system logs to learn error predictors: a case study of a telemetry system,Empirical Software Engineering,,20,4,10.1007/s10664-014-9303-2,Barbara RussoGiancarlo SucciWitold Pedrycz,2015,http://link.springer.com/article/10.1007/s10664-014-9303-2,Article
Modelling the äóÖhurriedäó» bug report reading process to summarize bug reports,Empirical Software Engineering,,20,2,10.1007/s10664-014-9311-2,Rafael LotufoZeeshan MalikKrzysztof Czarnecki,2015,http://link.springer.com/article/10.1007/s10664-014-9311-2,Article
Multi-objective ant colony optimization for requirements selection,Empirical Software Engineering,,20,3,10.1007/s10664-013-9287-3,Josí© del SagradoIsabel M. del íÅguilaFrancisco J. Orellana,2015,http://link.springer.com/article/10.1007/s10664-013-9287-3,Article
Object-oriented software extensions in practice,Empirical Software Engineering,,20,3,10.1007/s10664-013-9298-0,Romain RobbesDavid Rí_thlisbergerí_ric Tanter,2015,http://link.springer.com/article/10.1007/s10664-013-9298-0,Article
On rapid releases and software testing: a case study and a semi-systematic literature review,Empirical Software Engineering,,20,5,10.1007/s10664-014-9338-4,Mika V. Mí_ntylí_Bram AdamsFoutse KhomhEmelie Engstrí_mKai Petersen,2015,http://link.springer.com/article/10.1007/s10664-014-9338-4,Article
Optimising agile development practices for the maintenance operation: nine heuristics,Empirical Software Engineering,,20,6,10.1007/s10664-014-9335-7,Lise Tordrup HeeagerJeremy Rose,2015,http://link.springer.com/article/10.1007/s10664-014-9335-7,Article
Recommending reference API documentation,Empirical Software Engineering,,20,6,10.1007/s10664-014-9323-y,Martin P. RobillardYam B. Chhetri,2015,http://link.springer.com/article/10.1007/s10664-014-9323-y,Article
Semi-automatic selection of primary studies in systematic literature reviews: is it reasonable?,Empirical Software Engineering,,20,6,10.1007/s10664-014-9342-8,Fíçbio R. OctavianoKatia R. FelizardoJosí© C. MaldonadoSandra C. P. F. Fabbri,2015,http://link.springer.com/article/10.1007/s10664-014-9342-8,Article
Should I follow this fault localization tooläó»s output?,Empirical Software Engineering,,20,5,10.1007/s10664-014-9349-1,Tien-Duy B. LeDavid LoFerdian Thung,2015,http://link.springer.com/article/10.1007/s10664-014-9349-1,Article
Software requirements prioritization and selection using linguistic tools and constraint solversäóîa controlled experiment,Empirical Software Engineering,,20,6,10.1007/s10664-014-9334-8,Jason McZaraShahryar SarkaniThomas HolzerTimothy Eveleigh,2015,http://link.springer.com/article/10.1007/s10664-014-9334-8,Article
Studying the relationship between logging characteristics and the code quality of platform software,Empirical Software Engineering,,20,1,10.1007/s10664-013-9274-8,Weiyi ShangMeiyappan NagappanAhmed E. Hassan,2015,http://link.springer.com/article/10.1007/s10664-013-9274-8,Article
Supporting and accelerating reproducible empirical research in software evolution and maintenance using TraceLab Component Library,Empirical Software Engineering,,20,5,10.1007/s10664-014-9339-3,Bogdan DitEvan MoritzMario Linares-VíçsquezDenys PoshyvanykJane Cleland-Huang,2015,http://link.springer.com/article/10.1007/s10664-014-9339-3,Article
The impact of imperfect change rules on framework API evolution identification: an empirical study,Empirical Software Engineering,,20,4,10.1007/s10664-014-9317-9,Wei WuAdrien ServeauxYann-Gaí‚l Guí©hí©neucGiuliano Antoniol,2015,http://link.springer.com/article/10.1007/s10664-014-9317-9,Article
"The kanban approach, between agility and leanness: a systematic review",Empirical Software Engineering,,20,6,10.1007/s10664-014-9340-x,Osama Al-BaikJames Miller,2015,http://link.springer.com/article/10.1007/s10664-014-9340-x,Article
Towards a decision-making structure for selecting a research design in empirical software engineering,Empirical Software Engineering,,20,6,10.1007/s10664-014-9319-7,Claes WohlinAybí_ke Aurum,2015,http://link.springer.com/article/10.1007/s10664-014-9319-7,Article
"Towards improving statistical modeling of software engineering data: think locally, act globally!",Empirical Software Engineering,,20,2,10.1007/s10664-013-9292-6,Nicolas BettenburgMeiyappan NagappanAhmed E. Hassan,2015,http://link.springer.com/article/10.1007/s10664-013-9292-6,Article
Transfer learning in effort estimation,Empirical Software Engineering,,20,3,10.1007/s10664-014-9300-5,Ekrem KocaguneliTim MenziesEmilia Mendes,2015,http://link.springer.com/article/10.1007/s10664-014-9300-5,Article
UML model refactoring: a systematic literature review,Empirical Software Engineering,,20,1,10.1007/s10664-013-9283-7,Mohammed MisbhauddinMohammad Alshayeb,2015,http://link.springer.com/article/10.1007/s10664-013-9283-7,Article
Understanding the impact of rapid releases on software quality,Empirical Software Engineering,,20,2,10.1007/s10664-014-9308-x,Foutse KhomhBram AdamsTejinder DhaliwalYing Zou,2015,http://link.springer.com/article/10.1007/s10664-014-9308-x,Article
Understanding the Influence of User Participation and Involvement on System Success äóñ a Systematic Mapping Study,Empirical Software Engineering,,20,1,10.1007/s10664-013-9278-4,Ulrike AbeleinBarbara Paech,2015,http://link.springer.com/article/10.1007/s10664-013-9278-4,Article
"Visual GUI testing in practice: challenges, problemsand limitations",Empirical Software Engineering,,20,3,10.1007/s10664-013-9293-5,Emil Alí©grothRobert FeldtLisa Ryrholm,2015,http://link.springer.com/article/10.1007/s10664-013-9293-5,Article
A comparative study of many-objective evolutionary algorithms for the discovery of software architectures,Empirical Software Engineering,,21,6,10.1007/s10664-015-9399-z,Aurora Ramí_rezJosí© Raí_l RomeroSebastiíçn Ventura,2016,http://link.springer.com/article/10.1007/s10664-015-9399-z,Article
A contextual approach towards more accurate duplicate bug report detection and ranking,Empirical Software Engineering,,21,2,10.1007/s10664-015-9387-3,Abram HindleAnahita AlipourEleni Stroulia,2016,http://link.springer.com/article/10.1007/s10664-015-9387-3,Article
A field study of how developers locate features in source code,Empirical Software Engineering,,21,2,10.1007/s10664-015-9373-9,Kostadin DamevskiDavid ShepherdLori Pollock,2016,http://link.springer.com/article/10.1007/s10664-015-9373-9,Article
A guest editorial: special section on search-based software engineering,Empirical Software Engineering,,21,6,10.1007/s10664-016-9474-0,Marouane KessentiniGí_nther Ruhe,2016,http://link.springer.com/article/10.1007/s10664-016-9474-0,Article
A survey on the use of topic models when mining software repositories,Empirical Software Engineering,,21,5,10.1007/s10664-015-9402-8,Tse-Hsun ChenStephen W. ThomasAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9402-8,Article
A systematic test case selection methodology for product lines: results and insights from an industrial case study,Empirical Software Engineering,,21,4,10.1007/s10664-014-9345-5,Shuai WangShaukat AliArnaud GotliebMarius Liaaen,2016,http://link.springer.com/article/10.1007/s10664-014-9345-5,Article
An automated software reliability prediction system for safety critical software,Empirical Software Engineering,,21,6,10.1007/s10664-015-9412-6,Xiang LiChetan MuthaCarol S. Smidts,2016,http://link.springer.com/article/10.1007/s10664-015-9412-6,Article
An automatic method for assessing the versions affected by a vulnerability,Empirical Software Engineering,,21,6,10.1007/s10664-015-9408-2,Viet Hung NguyenStanislav DashevskyiFabio Massacci,2016,http://link.springer.com/article/10.1007/s10664-015-9408-2,Article
An empirical examination of the prevalence of inhibitors to the parallelizability of open source software systems,Empirical Software Engineering,,21,3,10.1007/s10664-015-9385-5,Saleh M. AlnaeliJonathan I. MaleticMichael L. Collard,2016,http://link.springer.com/article/10.1007/s10664-015-9385-5,Article
An empirical study of integration activities in distributions of open source software,Empirical Software Engineering,,21,3,10.1007/s10664-015-9371-y,Bram AdamsRyan KavanaghAhmed E. HassanDaniel M. German,2016,http://link.springer.com/article/10.1007/s10664-015-9371-y,Article
An empirical study of software release notes,Empirical Software Engineering,,21,3,10.1007/s10664-015-9377-5,Surafel Lemma AbebeNasir AliAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9377-5,Article
An empirical study of the impact of modern code review practices on software quality,Empirical Software Engineering,,21,5,10.1007/s10664-015-9381-9,Shane McIntoshYasutaka KameiBram AdamsAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9381-9,Article
An empirical study of the textual similarity between source code and source code summaries,Empirical Software Engineering,,21,1,10.1007/s10664-014-9344-6,Paul W. McBurneyCollin McMillan,2016,http://link.springer.com/article/10.1007/s10664-014-9344-6,Article
An experiment on the impact of transparency on the effectiveness of requirements documents,Empirical Software Engineering,,21,3,10.1007/s10664-015-9374-8,Yu-Cheng TuEwan TemperoClark Thomborson,2016,http://link.springer.com/article/10.1007/s10664-015-9374-8,Article
An exploratory study of api changes and usages based on apache and eclipse ecosystems,Empirical Software Engineering,,21,6,10.1007/s10664-015-9411-7,Wei WuFoutse KhomhBram AdamsYann-Gaí‚l Guí©hí©neucGiuliano Antoniol,2016,http://link.springer.com/article/10.1007/s10664-015-9411-7,Article
An in-depth study of the promises and perils of mining GitHub,Empirical Software Engineering,,21,5,10.1007/s10664-015-9393-5,Eirini KalliamvakouGeorgios GousiosKelly BlincoeLeif SingerDaniel M. GermanDaniela Damian,2016,http://link.springer.com/article/10.1007/s10664-015-9393-5,Article
Analyzing and automatically labelling the types of user issues that are raised in mobile app reviews,Empirical Software Engineering,,21,3,10.1007/s10664-015-9375-7,Stuart McIlroyNasir AliHammad KhalidAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9375-7,Article
Appreciation to empirical software engineering reviewers of 2015,Empirical Software Engineering,,21,1,10.1007/s10664-015-9423-3,,2016,http://link.springer.com/article/10.1007/s10664-015-9423-3,Article
Archetypal personalities of software engineers and their work preferences: a new perspective for empirical studies,Empirical Software Engineering,,21,4,10.1007/s10664-015-9395-3,Makrina Viola KostiRobert FeldtLefteris Angelis,2016,http://link.springer.com/article/10.1007/s10664-015-9395-3,Article
Assessing refactorings for usability in e-commerce applications,Empirical Software Engineering,,21,3,10.1007/s10664-015-9384-6,Juliíçn GrigeraAlejandra GarridoJose Ignacio PanachDamiano DistanteGustavo Rossi,2016,http://link.springer.com/article/10.1007/s10664-015-9384-6,Article
Assessing software product line potential: an exploratory industrial case study,Empirical Software Engineering,,21,2,10.1007/s10664-014-9358-0,Heiko KoziolekThomas GoldschmidtThijmen de GooijerDominik DomisStephan SehestedtThomas GamerMarkus Aleksy,2016,http://link.springer.com/article/10.1007/s10664-014-9358-0,Article
Assessing the impact of real-time machine translation on multilingual meetings in global software projects,Empirical Software Engineering,,21,3,10.1007/s10664-015-9372-x,Fabio CalefatoFilippo LanubileTayana ConteRafael Prikladnicki,2016,http://link.springer.com/article/10.1007/s10664-015-9372-x,Article
Automated bug assignment: Ensemble-based machine learning in large scale industrial contexts,Empirical Software Engineering,,21,4,10.1007/s10664-015-9401-9,Leif JonssonMarkus BorgDavid BromanKristian SandahlSigrid EldhPer Runeson,2016,http://link.springer.com/article/10.1007/s10664-015-9401-9,Article
Automatic identifier inconsistency detection using code dictionary,Empirical Software Engineering,,21,2,10.1007/s10664-015-9369-5,Suntae KimDongsun Kim,2016,http://link.springer.com/article/10.1007/s10664-015-9369-5,Article
Breathing ontological knowledge into feature model synthesis: an empirical study,Empirical Software Engineering,,21,4,10.1007/s10664-014-9357-1,Guillaume Bí©canMathieu AcherBenoit BaudrySana Ben Nasr,2016,http://link.springer.com/article/10.1007/s10664-014-9357-1,Article
Change-based test selection: an empirical evaluation,Empirical Software Engineering,,21,5,10.1007/s10664-015-9405-5,Quinten David SoetensSerge DemeyerAndy ZaidmanJavier Pí©rez,2016,http://link.springer.com/article/10.1007/s10664-015-9405-5,Article
"Cheap talk, cooperation, and trust in global software engineering",Empirical Software Engineering,,21,6,10.1007/s10664-015-9407-3,Yi WangDavid Redmiles,2016,http://link.springer.com/article/10.1007/s10664-015-9407-3,Article
Code clones and developer behavior: results of two surveys of the clone research community,Empirical Software Engineering,,21,4,10.1007/s10664-015-9394-4,Debarshi ChatterjiJeffrey C. CarverNicholas A. Kraft,2016,http://link.springer.com/article/10.1007/s10664-015-9394-4,Article
Coevolution of variability models and related software artifacts,Empirical Software Engineering,,21,4,10.1007/s10664-015-9364-x,Leonardo PassosLeopoldo TeixeiraNicolas DintznerSven ApelAndrzej WÛƒsowskiKrzysztof CzarneckiPaulo BorbaJianmei Guo,2016,http://link.springer.com/article/10.1007/s10664-015-9364-x,Article
Comparing and experimenting machine learning techniques for code smell detection,Empirical Software Engineering,,21,3,10.1007/s10664-015-9378-4,Francesca Arcelli FontanaMika V. Mí_ntylí_Marco ZanoniAlessandro Marino,2016,http://link.springer.com/article/10.1007/s10664-015-9378-4,Article
