Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Adressing Problems with External Validity of Repository Mining Studies Through a Smart Data Platform,F. Trautsch; S. Herbold; P. Makedonski; J. Grabowski,"Inst. for Comput. Sci., Georg-August-Univ. Gottingen, Gottingen, Germany",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,97,108,"Research in software repository mining has grown considerably the last decade. Due to the data-driven nature of this venue of investigation, we identified several problems within the current state-of-the-art that pose a threat to the external validity of results. The heavy re-use of data sets in many studies may invalidate the results in case problems with the data itself are identified. Moreover, for many studies data and/or the implementations are not available, which hinders a replication of the results and, thereby, decreases the comparability between studies. Even if all information about the studies is available, the diversity of the used tooling can make their replication even then very hard. Within this paper, we discuss a potential solution to these problems through a cloud-based platform that integrates data collection and analytics. We created the prototype SmartSHARK that implements our approach. Using SmartSHARK, we collected data from several projects and created different analytic examples. Within this article, we present SmartSHARK and discuss our experiences regarding the use of SmartSHARK and the mentioned problems.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832890,smart data;software analytics;software mining,Data analysis;Data collection;Data mining;Prototypes;Social network services;Software;Sparks,cloud computing;data analysis;data mining;software engineering;storage management,SmartSHARK prototype;cloud-based platform;data analytics;data collection;external validity;result replication;smart data platform;software repository mining,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
An Empirical Study on the Practice of Maintaining Object-Relational Mapping Code in Java Systems,T. H. Chen; W. Shang; J. Yang; A. E. Hassan; M. W. Godfrey; M. Nasser; P. Flora,"Queen's Univ., Kingston, ON, Canada",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,165,176,"Databases have become one of the most important components in modern software systems. For example, web services, cloud computing systems, and online transaction processing systems all rely heavily on databases. To abstract the complexity of accessing a database, developers make use of Object-Relational Mapping (ORM) frameworks. ORM frameworks provide an abstraction layer between the application logic and the underlying database. Such abstraction layer automatically maps objects in Object-Oriented Languages to database records, which significantly reduces the amount of boilerplate code that needs to be written. Despite the advantages of using ORM frameworks, we observe several difficulties in maintaining ORM code (i.e., code that makes use of ORM frameworks) when cooperating with our industrial partner. After conducting studies on other open source systems, we find that such difficulties are common in other Java systems. Our study finds that i) ORM cannot completely encapsulate database accesses in objects or abstract the underlying database technology, thus may cause ORM code changes more scattered; ii) ORM code changes are more frequent than regular code, but there is a lack of tools that help developers verify ORM code at compilation time; iii) we find that changes to ORM code are more commonly due to performance or security reasons; however, traditional static code analyzers need to be extended to capture the peculiarities of ORM code in order to detect such problems. Our study highlights the hidden maintenance costs of using ORM frameworks, and provides some initial insights about potential approaches to help maintain ORM code. Future studies should carefully examine ORM code, especially given the rising use of ORM in modern software systems.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.026,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832897,,Data mining;Databases;Java;Maintenance engineering;Portals;Software systems,Java;object-oriented databases;object-oriented programming;program diagnostics;public domain software;source code (software),Java systems;ORM code verification;abstraction layer;application logic;boilerplate code;database access encapsulation;database records;object-oriented languages;object-relational mapping;object-relational mapping code;open source systems;software systems;static code analyzers,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Automatic Clustering of Code Changes,P. Kreutzer; G. Dotzler; M. Ring; B. M. Eskofier; M. Philippsen,"Program. Syst. Group, Friedrich Alexander Univ. Erlangen-Nurnberg, Erlangen, Germany",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,61,72,"Several research tools and projects require groups of similar code changes as input. Examples are recommendation and bug finding tools that can provide valuable information to developers based on such data. With the help of similar code changes they can simplify the application of bug fixes and code changes to multiple locations in a project. But despite their benefit, the practical value of existing tools is limited, as users need to manually specify the input data, i.e., the groups of similar code changes. To overcome this drawback, this paper presents and evaluates two syntactical similarity metrics, one of them is specifically designed to run fast, in combination with two carefully selected and self-tuning clustering algorithms to automatically detect groups of similar code changes. We evaluate the combinations of metrics and clustering algorithms by applying them to several open source projects and also publish the detected groups of similar code changes online as a reference dataset. The automatically detected groups of similar code changes work well when used as input for LASE, a recommendation system for code changes.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.016,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832887,Clustering;Code Changes;Software Repositories,Algorithm design and analysis;Bars;Clustering algorithms;Computer bugs;Context;Measurement;Software,pattern clustering;software engineering;source code (software),LASE;code changes detection;open source projects;recommendation system;self-tuning clustering algorithms,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Cold-Start Software Analytics,J. Guo; M. Rahimi; J. Cleland-Huang; A. Rasin; J. H. Hayes; M. Vierhauser,"Sch. of Comput., DePaul Univ., Chicago, IL, USA",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,142,153,"Software project artifacts such as source code, requirements, and change logs represent a gold-mine of actionable information. As a result, software analytic solutions have been developed to mine repositories and answer questions such as ""who is the expert?,' ""which classes are fault prone?,' or even ""who are the domain experts for these fault-prone classes?' Analytics often require training and configuring in order to maximize performance within the context of each project. A cold-start problem exists when a function is applied within a project context without first configuring the analytic functions on project-specific data. This scenario exists because of the non-trivial effort necessary to instrument a project environment with candidate tools and algorithms and to empirically evaluate alternate configurations. We address the cold-start problem by comparatively evaluating 'best-of-breed' and 'profile-driven' solutions, both of which reuse known configurations in new project contexts. We describe and evaluate our approach against 20 project datasets for the three analytic areas of artifact connectivity, fault-prediction, and finding the expert, and show that the best-of-breed approach outperformed the profile-driven approach in all three areas; however, while it delivered acceptable results for artifact connectivity and find the expert, both techniques underperformed for cold-start fault prediction.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.024,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832895,Cold-start;Configuration;Software Analytics,Analytical models;Context;Measurement;Predictive models;Software;Software engineering;Training,data mining;project management;software fault tolerance;software libraries,artifact connectivity;best-of-breed solutions;cold-start software analytics;fault-prediction;profile-driven solutions;project datasets;project environment;software analytic solutions;software project artifacts,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Comparing Repositories Visually with RepoGrams,D. Rozenberg; I. Beschastnikh; F. Kosmale; V. Poser; H. Becker; M. Palyart; G. C. Murphy,"Univ. of British Columbia, Vancouver, BC, Canada",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,109,120,"The availability of open source software projects has created an enormous opportunity for software engineering research. However, this availability requires that researchers judiciously select an appropriate set of evaluation targets and properly document this rationale. After all, the choice of targets may have a significant effect on evaluation. We developed a tool called RepoGrams to support researchers in qualitatively comparing and contrasting software projects over time using a set of software metrics. RepoGrams uses an extensible, metrics-based, visualization model that can be adapted to a variety of analyses. Through a user study of 14 software engineering researchers we found that RepoGrams can assist researchers in filtering candidate software projects and make more reasoned choices of targets for their evaluations. The tool is open source and is available online: http://repograms.net/.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832891,Evaluation target selection;Software evolution;Software visualization,Adaptation models;Analytical models;Color;Measurement;Servers;Software;Visualization,data visualisation;project management;public domain software;software management;software metrics,RepoGrams;extensible metrics-based visualization model;open source software projects;software engineering research;software metrics,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Does Your Configuration Code Smell?,T. Sharma; M. Fragkoulis; D. Spinellis,"Dept. of Manage. Sci. & Technol., Athens Univ. of Econ. & Bus., Athens, Greece",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,189,200,"Infrastructure as Code (IaC) is the practice of specifying computing system configurations through code, and managing them through traditional software engineering methods. The wide adoption of configuration management and increasing size and complexity of the associated code, prompt for assessing, maintaining, and improving the configuration code's quality. In this context, traditional software engineering knowledge and best practices associated with code quality management can be leveraged to assess and manage configuration code quality. We propose a catalog of 13 implementation and 11 design configuration smells, where each smell violates recommended best practices for configuration code. We analyzed 4,621 Puppet repositories containing 8.9 million lines of code and detected the cataloged implementation and design configuration smells. Our analysis reveals that the design configuration smells show 9% higher average co-occurrence among themselves than the implementation configuration smells. We also observed that configuration smells belonging to a smell category tend to co-occur with configuration smells belonging to another smell category when correlation is computed by volume of identified smells. Finally, design configuration smell density shows negative correlation whereas implementation configuration smell density exhibits no correlation with the size of a configuration management system.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.028,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832899,Code quality;Configuration smells;Infrastructure as Code;Maintainability;Technical debt,Best practices;Context;Correlation;Data mining;Production;Software;Software engineering,software maintenance;software quality,IaC;code quality management;computing system configurations;configuration code;configuration management system;infrastructure as code;puppet repositories;smell category;software engineering knowledge,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Domain-Specific Cross-Language Relevant Question Retrieval,B. Xu; Z. Xing; X. Xia; D. Lo; Q. Wang; S. Li,"Coll. of Comput. Sci. & Technol., Zhejiang Univ., Hangzhou, China",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,413,424,"In software development process, developers often seek solutions to the technical problems they encounter by searching relevant questions on Q&A sites. When developers fail to find solutions on Q&A sites in their native language (e.g., Chinese), they could translate their query and search on the Q&A sites in another language (e.g., English). However, developers who are non-native English speakers often are not comfortable to ask or search questions in English, as they do not know the proper translation of the Chinese technical words into the English technical words. Furthermore, the process of manually formulating cross-language queries and determining the weight of query words is a tedious and time-consuming process. For the purpose of helping Chinese developers take advantage of the rich knowledge base of the English version of Stack Overflow and simplify the retrieval process, we propose an automated crosslanguage relevant question retrieval (CLRQR) system to retrieve relevant English questions on Stack Overflow for a given Chinese question. Our CLRQR system first extracts essential information (both Chinese and English) from the title and description of the input Chinese question, then performs domain-specific translation of the essential Chinese information into English, and formulates a query with highest-scored English words for retrieving relevant questions in a repository of 684,599 Java questions in English from Stack Overflow. To evaluate the performance of our proposed approach, we also propose four online retrieval approaches as baselines. We randomly select 80 Java questions in SegmentFault and V2EX (two Chinese Q&A websites for computer programming) as the query Chinese questions. Each approach returns top-10 most relevant questions for a given Chinese question. We invite 5 users to evaluate the relevance of the retrieved English questions. The experiment results show that CLRQR system outperforms the four baseline approaches, and the statistical tes- s show the improvements are significant.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.049,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832920,Cross-Language Question Retrieval;Domain-Specific Translation,Algorithm design and analysis;Computers;Data mining;Frequency-domain analysis;Java;Software;Vocabulary,natural language processing;query processing;question answering (information retrieval);software engineering;word processing,CLRQR system;Chinese developers;Chinese technical words;English questions;English technical words;SegmentFault;V2EX;automated cross language relevant question retrieval;cross-language queries;domain-specific cross-language relevant question retrieval;domain-specific translation;essential Chinese information;native language;non-native English speakers;query Chinese questions;query words;software development process;stack overflow;statistical tests;time-consuming process,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Externalization of Software Behavior by the Mining of Norms,D. Avery; H. K. Dam; B. T. R. Savarimuthu; A. Ghose,"Univ. of Wollongong, Wollongong, NSW, Australia",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,223,234,"Open Source Software Development (OSSD) often suffers from conflicting views and actions due to the perceived flat and open ecology of an open source community. This often manifests itself as a lack of codified knowledge that is easily accessible for community members. How decisions are made and expectations of a software system are often described in detail through the many forms of social communications that take place within a community. These social interactions form norms which are influential in dictating what behaviors are expected in a community and of the system. In this paper, we provide a tool which mines these social interactions (in the form of bug reports) and extract norms of the system, externalizing this information into a codified form that allows others within the community to be aware of without having witnessed the social interactions.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.031,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832902,,Australia;Computer bugs;Context;Contracts;Data mining;Open source software,data mining;public domain software;software engineering,information externalization;norm mining;open source community;open source software development;social communications;social interactions;software behavior;software system,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Feature Toggles: Practitioner Practices and a Case Study,M. T. Rahman; L. P. Querel; P. C. Rigby; B. Adams,"Concordia Univ., Montreal, QC, Canada",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,201,211,"Continuous delivery and rapid releases have led to innovative techniques for integrating new features and bug fixes into a new release faster. To reduce the probability of integration conflicts, major software companies, including Google, Facebook and Netflix, use feature toggles to incrementally integrate and test new features instead of integrating the feature only when it's ready. Even after release, feature toggles allow operations managers to quickly disable a new feature that is behaving erratically or to enable certain features only for certain groups of customers. Since literature on feature toggles is surprisingly slim, this paper tries to understand the prevalence and impact of feature toggles. First, we conducted a quantitative analysis of feature toggle usage across 39 releases of Google Chrome (spanning five years of release history). Then, we studied the technical debt involved with feature toggles by mining a spreadsheet used by Google developers for feature toggle maintenance. Finally, we performed thematic analysis of videos and blog posts of release engineers at major software companies in order to further understand the strengths and drawbacks of feature toggles in practice. We also validated our findings with four Google developers. We find that toggles can reconcile rapid releases with long-term feature development and allow flexible control over which features to deploy. However they also introduce technical debt and additional maintenance for developers.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.029,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832900,feature flag;feature management;feature switch;feature toggle;software engineering,Browsers;Companies;Facebook;Google;History;Maintenance engineering;Software,DP industry;Internet;data mining;program debugging;software maintenance;software management;spreadsheet programs,Facebook;Google;Netflix;bug fixes;feature toggle maintenance;feature toggles;practitioner practices;software companies;spreadsheet mining,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,10
FEVER: Extracting Feature-oriented Changes from Commits,N. Dintzner; A. v. Deursen; M. Pinzger,"Software Eng. Res. Group, Delft Univ. of Technol., Delft, Netherlands",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,85,96,"The study of the evolution of highly configurable systems requires a thorough understanding of thee core ingredients of such systems: (1) the underlying variability model; (2) the assets that together implement the configurable features; and (3) the mapping from variable features to actual assets. Unfortunately, to date no systematic way to obtain such information at a sufficiently fine grained level exists. To remedy this problem we propose FEVER and its instantiation for the Linux kernel. FEVER extracts detailed information on changes in variability models (KConfig files), assets (preprocessor based C code), and mappings (Make- files). We describe how FEVER works, and apply it to several releases of the Linux kernel. Our evaluation on 300 randomly selected commits, from two different releases, shows our results are accurate in 82.6% of the commits. Furthermore, we illustrate how the populated FEVER graph database thus obtained can be used in typical Linux engineering tasks.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.018,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832889,Feature interaction; Software design engineering;,Context;Data mining;Databases;Feature extraction;Kernel;Linux;Software engineering,Linux;feature extraction;operating system kernels;software engineering,FEVER graph database;KConfig files;Linux engineering;Linux kernel;Make-files;feature-oriented change extraction;highly configurable systems;preprocessor based C code;variability model,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
From Query to Usable Code: An Analysis of Stack Overflow Code Snippets,D. Yang; A. Hussain; C. V. Lopes,"Dept. of Inf., Univ. of California, Irvine, Irvine, CA, USA",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,391,401,"Enriched by natural language texts, Stack Overflow code snippets are an invaluable code-centric knowledge base of small units of source code. Besides being useful for software developers, these annotated snippets can potentially serve as the basis for automated tools that provide working code solutions to specific natural language queries. With the goal of developing automated tools with the Stack Overflow snippets and surrounding text, this paper investigates the following questions: (1) How usable are the Stack Overflow code snippets? and (2) When using text search engines for matching on the natural language questions and answers around the snippets, what percentage of the top results contain usable code snippets? A total of 3M code snippets are analyzed across four languages: C#, Java, JavaScript, and Python. Python and JavaScript proved to be the languages for which the most code snippets are usable. Conversely, Java and C# proved to be the languages with the lowest usability rate. Further qualitative analysis on usable Python snippets shows the characteristics of the answers that solve the original question. Finally, we use Google search to investigate the alignment of usability and the natural language annotations around code snippets, and explore how to make snippets in Stack Overflow an adequate base for future automatic program generation.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.047,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832918,automatic program generation;code mining,C# languages;Google;Java;Natural languages;Syntactics;Usability;Web search,C# language;Java;authoring languages;natural language processing;query processing;question answering (information retrieval);search engines;source code (software),C# language;Google search;Java language;JavaScript language;Python language;Stack Overflow code snippets;annotated snippets;automatic program generation;code-centric knowledge base;natural language annotations;natural language queries;natural language questions and answers;source code;text search engines,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,10
Got Technical Debt? Surfacing Elusive Technical Debt in Issue Trackers,S. Bellomo; R. L. Nord; I. Ozkaya; M. Popeck,"Software Eng. Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,327,338,"Concretely communicating technical debt and its consequences is of common interest to both researchers and software engineers. In the absence of validated tools and techniques to achieve this goal with repeatable results, developers resort to ad hoc practices. Most commonly they report using issue trackers or their existing backlog management practices to capture and track technical debt. In a manual examination of 1,264 issues from four issue trackers from open source industry and government projects, we identified 109 examples of technical debt. Our study reveals that technical debt and its related concepts have entered the vernacular of developers as they discuss development tasks through issue trackers. Even when issues are not explicitly tagged as technical debt, it is possible to identify technical debt items in these issue trackers using a categorization method we developed. We use our results and data to motivate an improved definition and an approach to explicitly report technical debt in issue trackers.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.041,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832912,Technical debt;issue tracking;software anomalies;software design;text categorization,Chromium;Computer bugs;Data mining;Government;Software;Software engineering,public domain software;software development management,ad hoc practices;backlog management practices;categorization method;development tasks;elusive technical debt;government projects;issue trackers;open source industry;software engineers,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
GreenOracle: Estimating Software Energy Consumption with Energy Measurement Corpora,S. A. Chowdhury; A. Hindle,"Dept. of Comput. Sci., Univ. of Alberta, Edmonton, AB, Canada",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,49,60,"Software energy consumption is a relatively new concern for mobile application developers. Poor energy performance can harm adoption and sales of applications. Unfortunately for the developers, the measurement of software energy con-sumption is expensive in terms of hardware and difficult in terms of expertise. Many prior models of software energy consumption assume that developers can use hardware instrumentation and thus cannot evaluate software runningwithin emulators or virtual machines. Some prior modelsrequire actual energy measurements from the previous versions of applications in order to model the energy consumption of later versions of the same application.In this paper, we take a big-data approach to software energy consumption and present a model that can estimate software energy consumption mostly within 10% error (in joules) and does not require the developer to train on energy measurements of their own applications. This model leverages a big-data approach whereby a collection of prior applications' energy measurements allows us to train, trans-mit, and apply the model to estimate any foreign application's energy consumption for a test run. Our model is based on the dynamic traces of system calls and CPU utilization.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.015,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832886,Android applications;GreenMining;Mining software repositories;Modeling energy consumption;Software energy;improving energy consumption,Androids;Batteries;Data mining;Energy consumption;Energy measurement;Humanoid robots;Software,Big Data;energy consumption;mobile computing;power aware computing;resource allocation;virtual machines,CPU utilization;GreenOracle;big-data approach;emulators;energy measurement corpora;energy performance;foreign application;software energy consumption;system calls;virtual machines,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Grouping Android Tag Synonyms on Stack Overflow,S. Beyer; M. Pinzger,"Software Eng. Res. Group, Univ. of Klagenfurt, Klagenfurt, Austria",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,430,440,"On Stack Overflow, more than 38,000 diverse tags are used to classify posts. The Stack Overflow community provides tag synonyms to reduce the number of tags that have the same or similar meaning. In our previous research, we used those synonym pairs to derive a number of strategies to create tag synonyms automatically. In this work, we continue this line of research and present an approach to group tag synonyms to meaningful topics. We represent our synonyms as directed, weighted graphs, and investigate several graph community detection algorithms to build meaningful groups of tags, also called tag communities. We apply our approach to the tags obtained from Android-related Stack Overflow posts and evaluate the resulting tag communities quantitatively with various community metrics. In addition, we evaluate our approach qualitatively through a manual inspection and comparison of a random sample of tag communities. Our results show that we can cluster the Android tags to 2,481 meaningful tag communities. We also show how these tag communities can be used to derive trends of topics of Android-related questions on Stack Overflow.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.051,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832922,Android;Clustering;Stack Overflow;Tags,Androids;Detection algorithms;Humanoid robots;Market research;Software engineering;Tagging;Terminology,Android (operating system);directed graphs;pattern clustering,Android tag synonym grouping;Stack Overflow;directed-weighted graphs;graph community detection algorithm;qualitative analysis;tag community metrics,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,10
How Android App Developers Manage Power Consumption? - An Empirical Study by Mining Power Management Commits,L. Bao; D. Lo; X. Xia; X. Wang; C. Tian,"Coll. of Comput. Sci. & Technol., Zhejiang Univ., Hangzhou, China",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,37,48,"As Android platform becomes more and more popular, a large amount of Android applications have been developed. When developers design and implement Android applications, power consumption management is an important factor to consider since it affects the usability of the applications. Thus, it is important to help developers adopt proper strategies to manage power consumption. Interestingly, today, there is a large number of Android application repositories made publicly available in sites such as GitHub. These repositories can be mined to help crystalize common power management activities that developers do. These in turn can be used to help other developers to perform similar tasks to improve their own Android applications.In this paper, we present an empirical study of power management commits in Android applications. Our study extends that of Moura et al. who perform an empirical studyon energy aware commits; however they do not focus on Android applications and only a few of the commits that they study come from Android applications. Android applications are often different from other applications (e.g., those running on a server) due to the issue of limited battery life and the use of specialized APIs. As subjects of our empirical study, we obtain a list of open source Android applications from F-Droid and crawl their commits from Github. We get 468 power management commits after we filter the commits using a set of keywords and by performing manual analysis. These 468 power management commits are from 154 different Android applications and belong to 15 different application categories. Furthermore, we use open card sort to categorize these power management commits and we obtain 6 groups which correspond to different power management activities. Our study also reveals that for different kinds of Android application (e.g., Games, Connectivity, Navigation, etc.), the dominant power management activities differ.For example, the percentageof power man- gement commits belonging to Power Adaptation activity is larger for Navigation applications than those belonging to other categories.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.014,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832885,Empirical Study;Mining Software Repository;Power Consumption;Power Management,Androids;Batteries;Humanoid robots;Internet;Power demand;Smart phones;Software,Android (operating system);application program interfaces;navigation;power aware computing;power consumption,API;Android applications;F-Droid;Github;battery life;mining power management;navigation applications;open card sort;power consumption management,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
How the R Community Creates and Curates Knowledge: A Comparative Study of Stack Overflow and Mailing Lists,A. Zagalsky; C. G. Teshima; D. M. German; M. A. Storey; G. Poo-CaamaÕ±o,"Univ. of Victoria, Victoria, BC, Canada",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,441,451,"One of the many effects of social media in software development is the flourishing of very large communities of practice where members share a common interest, such as programming languages, frameworks, and tools. These communities of practice use many different communication channels but little is known about how these communities create, share, and curate knowledge using such channels. In this paper, we report a qualitative study of how one community of practice-the R software development community-creates and curates knowledge associated with questions and answers (Q&A) in two of its main communication channels: the R-tag in Stack Overflow and the R-users mailing list. The results reveal that knowledge is created and curated in two main forms: participatory, where multiple members explicitly collaborate to build knowledge, and crowdsourced, where individuals work independently of each other. The contribution of this paper is a characterization of knowledge types that are exchanged by these communities of practice, including a description of the reasons why members choose one channel over the other. Finally, this paper enumerates a set of recommendations to assist practitioners in the use of multiple channels for Q&A.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.052,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832923,Case study;Knowledge curation,Communication channels;Data mining;Electronic mail;Programming;Social network services;Software,Internet;crowdsourcing;groupware;software engineering,R software development community;R-tag;R-users mailing list;Stack Overflow;crowdsourcing;knowledge creation;knowledge curation;social media,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,10
Improving Change Recommendation using Aggregated Association Rules,T. Rolfsnes; L. Moonen; S. D. Alesio; R. Behjati; D. Binkley,"Simula Res. Lab., Oslo, Norway",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,73,84,"Past research has proposed association rule mining as a means to uncover the evolutionary coupling from a system's change history. These couplings have various applications, such as improving system decomposition and recommending related changes during development. The strength of the coupling can be characterized using a variety of interestingness measures. Existing recommendation engines typically use only the rule with the highest interestingness value in situations where more than one rule applies. In contrast, we argue that multiple applicable rules indicate increased evidence, and hypothesize that the aggregation of such rules can be exploited to provide more accurate recommendations.To investigate this hypothesis we conduct an empirical study on the change histories of two large industrial systems and four large open source systems. As aggregators we adopt three cumulative gain functions from information retrieval. The experiments evaluate the three using 39 different rule interestingness measures. The results show that aggregation provides a significant impact on most measure's value and, furthermore, leads to a significant improvement in the resulting recommendation.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.017,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832888,,Aggregates;Algorithm design and analysis;Context;Couplings;Data mining;History;Software,data mining;information filtering;public domain software;recommender systems;software process improvement,aggregated association rules;association rule mining;change recommendation;cumulative gain functions;evolutionary coupling;industrial systems;information retrieval;large open source systems;recommendation engines;rule interestingness measures,,3,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
Inter-app Communication in Android: Developer Challenges,W. Ahmad; C. KÕ_stner; J. Sunshine; J. Aldrich,"Carnegie Mellon Univ., Pittsburgh, PA, USA",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),20170126,2016,,,177,188,"The Android platform is designed to support mutually un-trusted third-party apps, which run as isolated processes but may interact via platform-controlled mechanisms, called Intents. Interactions among third-party apps are intended and can contribute to a rich user experience, for example, the ability to share pictures from one app with another. The Android platform presents an interesting point in a design space of module systems that is biased toward isolation, extensibility, and untrusted contributions. The Intent mechanism essentially provides message channels among modules, in which the set of message types is extensible. However, the module system has design limitations including the lack of consistent mechanisms to document message types, very limited checking that a message conforms to its specifications, the inability to explicitly declare dependencies on other modules, and the lack of checks for backward compatibility as message types evolve over time. In order to understand the degree to which these design limitations result in real issues, we studied a broad corpus of apps and cross-validated our results against app documentation and Android support forums. Our findings suggest that design limitations do in- deed cause development problems. Based on our results, we outline further research questions and propose possible mitigation strategies.",,Electronic:978-1-4503-4186-8; POD:978-1-5090-2242-7,10.1109/MSR.2016.027,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832898,,Androids;Context;Data mining;Documentation;Ecosystems;Humanoid robots;Software,Android (operating system);human factors,Android platform;Intents;inter-app communication;message channels;mutually untrusted third-party apps;platform-controlled mechanisms;user experience,,,,,,,,14-15 May 2016,,IEEE,IEEE Conferences,,11
