Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Software Architecture Optimization Methods: A Systematic Literature Review,A. Aleti; B. Buhnova; L. Grunske; A. Koziolek; I. Meedeniya,"Monash University, Australia",IEEE Transactions on Software Engineering,20130429,2013,39,5,658,683,"Due to significant industrial demands toward software systems with increasing complexity and challenging quality requirements, software architecture design has become an important development activity and the research domain is rapidly evolving. In the last decades, software architecture optimization methods, which aim to automate the search for an optimal architecture design with respect to a (set of) quality attribute(s), have proliferated. However, the reported results are fragmented over different research communities, multiple system domains, and multiple quality attributes. To integrate the existing research results, we have performed a systematic literature review and analyzed the results of 188 research papers from the different research communities. Based on this survey, a taxonomy has been created which is used to classify the existing research. Furthermore, the systematic analysis of the research literature provided in this review aims to help the research community in consolidating the existing research efforts and deriving a research agenda for future developments.",0098-5589;00985589,,10.1109/TSE.2012.64,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6311410,Software architecture optimization;optimization methods;problem overview;systematic literature review,Computer architecture;Optimization methods;Software;Software architecture;Systematics;Taxonomy,software architecture;software quality,software architecture design;software architecture optimization method;software quality attribute;software system,,83,,245,,,20120924,13-May,,IEEE,IEEE Journals & Magazines,,25
TACO: Efficient SAT-Based Bounded Verification Using Symmetry Breaking and Tight Bounds,J. P. Galeotti; N. Rosner; C. G. LÕ_pez Pombo; M. F. Frias,"Universidad de Buenos Aires and CONICET, Argentina",IEEE Transactions on Software Engineering,20130828,2013,39,9,1283,1307,"SAT-based bounded verification of annotated code consists of translating the code together with the annotations to a propositional formula, and analyzing the formula for specification violations using a SAT-solver. If a violation is found, an execution trace exposing the failure is exhibited. Code involving linked data structures with intricate invariants is particularly hard to analyze using these techniques. In this paper, we present Translation of Annotated COde (TACO), a prototype tool which implements a novel, general, and fully automated technique for the SAT-based analysis of JML-annotated Java sequential programs dealing with complex linked data structures. We instrument code analysis with a symmetry-breaking predicate which, on one hand, reduces the size of the search space by ignoring certain classes of isomorphic models and, on the other hand, allows for the parallel, automated computation of tight bounds for Java fields. Experiments show that the translations to propositional formulas require significantly less propositional variables, leading to an improvement of the efficiency of the analysis of orders of magnitude, compared to the noninstrumented SAT--based analysis. We show that in some cases our tool can uncover bugs that cannot be detected by state-of-the-art tools based on SAT-solving, model checking, or SMT-solving.",0098-5589;00985589,,10.1109/TSE.2013.15,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6482141,Alloy;DynAlloy;KodKod;SAT-based code analysis;Static analysis,Analytical models;Context;Contracts;Cost accounting;Instruments;Java;Metals,computability;formal specification;formal verification;program diagnostics;program interpreters,JML-annotated Java sequential program;SAT-based bounded verification;SAT-solving;SMT-solving;TACO tool;automated tight bound computation;code analysis;code translation;data structure;isomorphic model;model checking;satisfiability;specification violation;symmetry-breaking predicate;translation-of-annotated code tool,,7,,47,,,20130319,Sept. 2013,,IEEE,IEEE Journals & Magazines,,24
Automated API Property Inference Techniques,M. P. Robillard; E. Bodden; D. Kawrykow; M. Mezini; T. Ratchford,"McGill University, Montr&#x00E9;al",IEEE Transactions on Software Engineering,20130429,2013,39,5,613,637,"Frameworks and libraries offer reusable and customizable functionality through Application Programming Interfaces (APIs). Correctly using large and sophisticated APIs can represent a challenge due to hidden assumptions and requirements. Numerous approaches have been developed to infer properties of APIs, intended to guide their use by developers. With each approach come new definitions of API properties, new techniques for inferring these properties, and new ways to assess their correctness and usefulness. This paper provides a comprehensive survey of over a decade of research on automated property inference for APIs. Our survey provides a synthesis of this complex technical field along different dimensions of analysis: properties inferred, mining techniques, and empirical results. In particular, we derive a classification and organization of over 60 techniques into five different categories based on the type of API property inferred: unordered usage patterns, sequential usage patterns, behavioral specifications, migration mappings, and general information.",0098-5589;00985589,,10.1109/TSE.2012.63,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6311409,API evolution;API property;API usage pattern;data mining;interface;pattern mining;programming rules;protocols;specifications,Association rules;Context;Itemsets;Programming;Protocols;Software engineering,application program interfaces;data mining;pattern classification,application programming interfaces;automated API property inference technique;behavioral specifications;empirical results;general information;migration mappings;mining techniques;properties inferred;sequential usage patterns;technique classification;unordered usage patterns,,36,,109,,,20120924,13-May,,IEEE,IEEE Journals & Magazines,,24
Monitoring Data Usage in Distributed Systems,D. Basin; M. Harvan; F. Klaedtke; E. Zalinescu,"ETH Zurich, Zurich",IEEE Transactions on Software Engineering,20130925,2013,39,10,1403,1426,"IT systems manage increasing amounts of sensitive data and there is a growing concern that they comply with policies that regulate data usage. In this paper, we use temporal logic to express policies and runtime monitoring to check system compliance. While well-established methods for monitoring linearly ordered system behavior exist, a major challenge is monitoring distributed and concurrent systems where actions are locally observed in the different system parts. These observations can only be partially ordered, while policy compliance may depend on the actions' actual order of appearance. Technically speaking, it is in general intractable to check compliance of partially ordered traces. We identify fragments of our policy specification language for which compliance can be checked efficiently, namely, by monitoring a single representative trace in which the observed actions are totally ordered. Through a case study we show that the fragments are capable of expressing nontrivial policies and that monitoring representative traces is feasible on real-world data.",0098-5589;00985589,,10.1109/TSE.2013.18,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6493331,Monitors;distributed systems;regulation;temporal logic;verification,Cost accounting;Distributed databases;Finite element analysis;Monitoring;Periodic structures;Semantics;Standards,concurrency control;formal verification;specification languages;temporal logic,IT systems;concurrent systems;data usage monitoring;data usage regulation;distributed systems;information technology systems;policy compliance;policy specification language;runtime monitoring;system compliance;temporal logic,,7,,34,,,20130403,Oct. 2013,,IEEE,IEEE Journals & Magazines,,23
"Pair Programming and Software Defects--A Large, Industrial Case Study",E. di Bella; I. Fronza; N. Phaphoom; A. Sillitti; G. Succi; J. Vlasenko,"Dept. of Econ. & Quantitative Methods, Univ. of Genova, Genoa, Italy",IEEE Transactions on Software Engineering,20130626,2013,39,7,930,953,"In the last decade, there has been increasing interest in pair programming (PP). However, despite the existing work, there is still a lack of substantial evidence of the effects of PP in industrial environments. To address this issue, we have analyzed the work of a team of 17 industrial developers for 14 months. The team is part of the IT department of a large Italian manufacturing company; it adopts a customized version of extreme programming (XP). We have investigated the effects of PP on software quality in five different scenarios. The results show that PP appears to provide a perceivable but small effect on the reduction of defects in these settings.",0098-5589;00985589,,10.1109/TSE.2012.68,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6331491,Pair programming;case study;software defects,Programming;Software,configuration management;manufacturing industries;production engineering computing;software fault tolerance;software prototyping;software quality;team working,IT department;customized version;extreme programming;industrial case study;large Italian manufacturing company;pair programming;software defects;software quality,,27,,94,,,20121016,13-Jul,,IEEE,IEEE Journals & Magazines,,23
What Industry Needs from Architectural Languages: A Survey,I. Malavolta; P. Lago; H. Muccini; P. Pelliccione; A. Tang,"Universit&#x00E0; dell'Aquila, Italy",IEEE Transactions on Software Engineering,20130523,2013,39,6,869,891,"Many times we are faced with the proliferation of definitions, concepts, languages, and tools in certain (research) topics. But often there is a gap between what is provided by existing technologies and what is needed by their users. The strengths, limitations, and needs of the available technologies can be dubious. The same applies to software architectures, and specifically to languages designed to represent architectural models. Tens of different architectural languages have been introduced by the research and industrial communities in the last two decades. However, it is unclear if they fulfill the user's perceived needs in architectural description. As a way to plan for next generation languages for architectural description, this study analyzes practitioners' perceived strengths, limitations, and needs associated with existing languages for software architecture modeling in industry. We run a survey by interviewing 48 practitioners from 40 different IT companies in 15 countries. Each participant is asked to fill in a questionnaire of 51 questions. By analyzing the data collected through this study, we have concluded that 1) while practitioners are generally satisfied with the design capabilities provided by the languages they use, they are dissatisfied with the architectural language analysis features and their abilities to define extra-functional properties; 2) architectural languages used in practice mostly originate from industrial development instead of from academic research; 3) more formality and better usability are required of an architectural language.",0098-5589;00985589,,10.1109/TSE.2012.74,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6374194,ADL;Software architecture;architecture description languages;empirical study;survey,Communities;Computer architecture;Google;Industries;Software;Software architecture;Unified modeling language,data analysis;software architecture;specification languages,architectural description;architectural languages;architectural models;data collection analysis;industrial development;next generation languages;software architectures,,70,,64,,,20121204,13-Jun,,IEEE,IEEE Journals & Magazines,,22
Test Case-Aware Combinatorial Interaction Testing,C. Yilmaz,"Sabanci University, Istanbul",IEEE Transactions on Software Engineering,20130429,2013,39,5,684,706,"The configuration spaces of modern software systems are too large to test exhaustively. Combinatorial interaction testing (CIT) approaches, such as covering arrays, systematically sample the configuration space and test only the selected configurations by using a battery of test cases. Traditional covering arrays, while taking system-wide interoption constraints into account, do not provide a systematic way of handling test case-specific interoption constraints. The basic justification for t-way covering arrays is that they can cost effectively exercise all system behaviors caused by the settings of t or fewer options. In this paper, we hypothesize, however, that in the presence of test case-specific interoption constraints, many such behaviors may not be tested due to masking effects caused by the overlooked test case-specific constraints. For example, if a test case refuses to run in a configuration due to an unsatisfied test case-specific constraint, none of the valid option setting combinations appearing in the configuration will be tested by that test case. To account for test case-specific constraints, we introduce a new combinatorial object, called a test case-aware covering array. A t-way test case-aware covering array is not just a set of configurations, as is the case in traditional covering arrays, but a set of configurations, each of which is associated with a set of test cases such that all test case-specific constraints are satisfied and that, for each test case, each valid combination of option settings for every combination of t options appears at least once in the set of configurations that the test case is associated with. We furthermore present three algorithms to compute test case-aware covering arrays. Two of the algorithms aim to minimize the number of configurations required (one is fast, but produces larger arrays, the other is slower, but produces smaller arrays), whereas the remaining algorithm aims to minimize the number of test runs requ- red. The results of our empirical studies conducted on two widely used highly configurable software systems suggest that test case-specific constraints do exist in practice, that traditional covering arrays suffer from masking effects caused by ignorance of such constraints, and that test case-aware covering arrays are better than other approaches in handling test case-specific constraints, thus avoiding masking effects.",0098-5589;00985589,,10.1109/TSE.2012.65,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6311411,Software quality assurance;combinatorial interaction testing;covering arrays,Computational modeling;Servers;Software algorithms;Software systems;Systematics;Testing,program testing;software quality,CIT approach;highly configurable software system;interoption constraint;masking effect;software system;t-way test case-aware covering array;test case-aware combinatorial interaction testing,,5,,34,,,20120924,13-May,,IEEE,IEEE Journals & Magazines,,22
Elaborating Requirements Using Model Checking and Inductive Learning,D. Alrajeh; J. Kramer; A. Russo; S. Uchitel,"Imperial College London, London",IEEE Transactions on Software Engineering,20130225,2013,39,3,361,383,"The process of Requirements Engineering (RE) includes many activities, from goal elicitation to requirements specification. The aim is to develop an operational requirements specification that is guaranteed to satisfy the goals. In this paper, we propose a formal, systematic approach for generating a set of operational requirements that are complete with respect to given goals. We show how the integration of model checking and inductive learning can be effectively used to do this. The model checking formally verifies the satisfaction of the goals and produces counterexamples when incompleteness in the operational requirements is detected. The inductive learning process then computes operational requirements from the counterexamples and user-provided positive examples. These learned operational requirements are guaranteed to eliminate the counterexamples and be consistent with the goals. This process is performed iteratively until no goal violation is detected. The proposed framework is a rigorous, tool-supported requirements elaboration technique which is formally guided by the engineer's knowledge of the domain and the envisioned system.",0098-5589;00985589,,10.1109/TSE.2012.41,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6216384,Requirements elaboration;behavior model refinement;goal operationalization;inductive learning;model checking,Adaptation models;Calculus;Computational modeling;Semantics;Software;Switches;Wheels,formal specification;formal verification;learning by example,RE;formal verification;goal elicitation;inductive learning process;model checking;operational requirements specification;requirement engineering;requirement specification;tool-supported requirements elaboration,,5,,52,,,20120612,13-Mar,,IEEE,IEEE Journals & Magazines,,22
Self-Organizing Roles on Agile Software Development Teams,R. Hoda; J. Noble; S. Marshall,"The University of Auckland, Auckland",IEEE Transactions on Software Engineering,20130225,2013,39,3,422,444,"Self-organizing teams have been recognized and studied in various forms-as autonomous groups in socio-technical systems, enablers of organizational theories, agents of knowledge management, and as examples of complex-adaptive systems. Over the last decade, self-organizing teams have taken center stage in software engineering when they were incorporated as a hallmark of Agile methods. Despite the long and rich history of self-organizing teams and their recent popularity with Agile methods, there has been little research on the topic within software wngineering. Particularly, there is a dearth of research on how Agile teams organize themselves in practice. Through a Grounded Theory research involving 58 Agile practitioners from 23 software organizations in New Zealand and India over a period of four years, we identified informal, implicit, transient, and spontaneous roles that make Agile teams self-organizing. These roles-Mentor, Coordinator, Translator, Champion, Promoter, and Terminator-are focused toward providing initial guidance and encouraging continued adherence to Agile methods, effectively managing customer expectations and coordinating customer collaboration, securing and sustaining senior management support, and identifying and removing team members threatening the self-organizing ability of the team. Understanding these roles will help software development teams and their managers better comprehend and execute their roles and responsibilities as a self-organizing team.",0098-5589;00985589,,10.1109/TSE.2012.30,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6197202,Agile software development;Self-organizing;grounded theory;software engineering;team roles,Collaboration;Organizations;Organizing;Programming;Software;Software engineering,knowledge management;software management;software prototyping;team working,India;New Zealand;agile software development teams;autonomous groups;champion role;complex-adaptive system examples;coordinator role;customer collaboration coordination;customer expectation management;grounded theory research;knowledge management agents;mentor role;organizational theories enablers;promoter role;self-organizing roles;self-organizing teams;senior management support security;senior management support sustainability;socio-technical systems;software engineering;terminator role;translator role,,31,,115,,,20120508,13-Mar,,IEEE,IEEE Journals & Magazines,,22
"Proactive Self-Adaptation for Improving the Reliability of Mission-Critical, Embedded, and Mobile Software",D. Cooray; E. Kouroshfar; S. Malek; R. Roshandel,,IEEE Transactions on Software Engineering,20131122,2013,39,12,1714,1735,"Embedded and mobile software systems are marked with a high degree of unpredictability and dynamism in the execution context. At the same time, such systems are often mission-critical, meaning that they need to satisfy strict reliability requirements. Most current software reliability analysis approaches are not suitable for these types of software systems, as they do not take the changes in the execution context of the system into account. We propose an approach geared to such systems which continuously furnishes refined reliability predictions at runtime by incorporating various sources of information, including the execution context of the system. The reliability predictions are leveraged to proactively place the software in the (near-)optimal configuration with respect to changing conditions. Our approach considers two representative architectural reconfiguration decisions that impact the system's reliability: reallocation of components to processes and changing the number of component replicas. We have realized the approach as part of a framework intended for mission-critical settings, called REsilient SItuated SofTware system (RESIST), and evaluated it using a mobile emergency response system.",0098-5589;00985589,,10.1109/TSE.2013.36,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6574866,Context awareness;mobility;reliability;self-adaptive systems;software architecture,Computer architecture;Context awareness;Mobile communication;Reliability engineering;Software architecture;Software reliability,embedded systems;mobile computing;software architecture;software reliability,RESIST approach;architectural reconfiguration decisions;component reallocation;component replicas;dynamism degree;embedded software;execution context;mission-critical software;mobile emergency response system;mobile software;proactive self-adaptation;reliability requirements;resilient situated software system;software reliability analysis approach;unpredictability degree,,5,,52,,,20130805,Dec. 2013,,IEEE,IEEE Journals & Magazines,,21
Whitening SOA Testing via Event Exposure,C. Ye; H. A. Jacobsen,"University of Toronto, Toronto",IEEE Transactions on Software Engineering,20130925,2013,39,10,1444,1465,"Whitening the testing of service-oriented applications can provide service consumers confidence on how well an application has been tested. However, to protect business interests of service providers and to prevent information leakage, the implementation details of services are usually invisible to service consumers. This makes it challenging to determine the test coverage of a service composition as a whole and design test cases effectively. To address this problem, we propose an approach to whiten the testing of service compositions based on events exposed by services. By deriving event interfaces to explore only necessary test coverage information from service implementations, our approach allows service consumers to determine test coverage based on selected events exposed by services at runtime without releasing the service implementation details. We also develop an approach to design test cases effectively based on event interfaces concerning both effectiveness and information leakage. The experimental results show that our approach outperforms existing testing approaches for service compositions with up to 49 percent more test coverage and an up to 24 percent higher fault-detection rate. Moreover, our solution can trade off effectiveness, efficiency, and information leakage for test case generation.",0098-5589;00985589,,10.1109/TSE.2013.20,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6495456,Web service composition;event interface;events;white-box testing,Books;Catalogs;Jacobian matrices;Runtime;Service-oriented architecture;Testing,Web services;program testing;service-oriented architecture,SOA testing whitening;Web services;event exposure;fault-detection rate;information leakage;service composition;service consumers;service providers;service-oriented architecture;test case design approach;test case generation;test coverage,,9,,84,,,20130408,Oct. 2013,,IEEE,IEEE Journals & Magazines,,21
MADMatch: Many-to-Many Approximate Diagram Matching for Design Comparison,S. Kpodjedo; F. Ricca; P. Galinier; G. Antoniol; Y. G. GuÕ©hÕ©neuc,"Ecole Polytechnique de Montreal, Montreal",IEEE Transactions on Software Engineering,20130725,2013,39,8,1090,1111,"Matching algorithms play a fundamental role in many important but difficult software engineering activities, especially design evolution analysis and model comparison. We present MADMatch, a fast and scalable many-to-many approximate diagram matching approach based on an error-tolerant graph matching (ETGM) formulation. Diagrams are represented as graphs, costs are assigned to possible differences between two given graphs, and the goal is to retrieve the cheapest matching. We address the resulting optimization problem with a tabu search enhanced by the novel use of lexical and structural information. Through several case studies with different types of diagrams and tasks, we show that our generic approach obtains better results than dedicated state-of-the-art algorithms, such as AURA, PLTSDiff, or UMLDiff, on the exact same datasets used to introduce (and evaluate) these algorithms.",0098-5589;00985589,,10.1109/TSE.2013.9,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6464271,Diagram differencing;approximate graph matching;identifier splitting;search-based software engineering,Algorithm design and analysis;Optimization;Scalability;Software;Software algorithms;Software engineering;Unified modeling language,graph theory;optimisation;search problems;software engineering,AURA algorithm;ETGM;MADMatch approach;PLTSDiff algorithm;UMLDiff algorithm;design comparison;design evolution analysis;error-tolerant graph matching;lexical information;many-to-many approximate diagram matching approach;model comparison;optimization problem;software engineering;structural information;tabu search,,6,,32,,,20130218,Aug. 2013,,IEEE,IEEE Journals & Magazines,,21
Session Reliability of Web Systems under Heavy-Tailed Workloads: An Approach Based on Design and Analysis of Experiments,N. Janevski; K. Goseva-Popstojanova,"West Virginia University, Morgantown",IEEE Transactions on Software Engineering,20130725,2013,39,8,1157,1178,"While workload characterization and performance of web systems have been studied extensively, reliability has received much less attention. In this paper, we propose a framework for session reliability modeling which integrates the user view represented by the session layer and the system view represented by the service layer. A unique characteristic of the session layer is that, in addition to the user navigation patterns, it incorporates the session length in number of requests and allows us to account for heavy-tailed workloads shown to exist in real web systems. The service layer is focused on the request reliability as it is observed at the service provider side. It considers the multifier web server architecture and the way components interact in serving each request. Within this framework, we develop a session reliability model and solve it using simulation. Instead of the traditional one-factor-at-a-time sensitivity analysis, we use statistical design and analysis of experiments, which allow us to identify the factors and interactions that have statistically significant effect on session reliability. Our findings indicate that session reliability, which accounts for the distribution of failed requests within sessions, provides better representation of the user perceived quality than the request-based reliability.",0098-5589;00985589,,10.1109/TSE.2013.3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6409359,Internet applications;Reliability;modeling and prediction;simulation;statistical methods;web servers,Analytical models;Availability;Navigation;Reliability engineering;Software reliability;Web servers,Internet;design of experiments;sensitivity analysis;user interfaces,Web system;analysis-of-experiment;design-of-experiment;heavy-tailed workload;multifier Web server architecture;request reliability;request-based reliability;sensitivity analysis;service layer;session layer;session reliability;system view;user navigation pattern;user perceived quality;user view;workload characterization,,2,,58,,,20130110,Aug. 2013,,IEEE,IEEE Journals & Magazines,,21
Verifying Linearizability via Optimized Refinement Checking,Y. Liu; W. Chen; Y. A. Liu; J. Sun; S. J. Zhang; J. S. Dong,"Nanyang Technological University, Singapore",IEEE Transactions on Software Engineering,20130626,2013,39,7,1018,1039,"Linearizability is an important correctness criterion for implementations of concurrent objects. Automatic checking of linearizability is challenging because it requires checking that: (1) All executions of concurrent operations are serializable, and (2) the serialized executions are correct with respect to the sequential semantics. In this work, we describe a method to automatically check linearizability based on refinement relations from abstract specifications to concrete implementations. The method does not require that linearization points in the implementations be given, which is often difficult or impossible. However, the method takes advantage of linearization points if they are given. The method is based on refinement checking of finite-state systems specified as concurrent processes with shared variables. To tackle state space explosion, we develop and apply symmetry reduction, dynamic partial order reduction, and a combination of both for refinement checking. We have built the method into the PAT model checker, and used PAT to automatically check a variety of implementations of concurrent objects, including the first algorithm for scalable nonzero indicators. Our system is able to find all known and injected bugs in these implementations.",0098-5589;00985589,,10.1109/TSE.2012.82,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363443,Linearizability;PAT;model checking;refinement,Educational institutions;Electronic mail;History;Optimization;Semantics;Sun,concurrency control;formal specification;program debugging;program verification;programming language semantics;refinement calculus,PAT model checker;automatic linearizability checking;bug detection;concurrent objects;concurrent operations;dynamic partial-order reduction;finite-state systems;linearizability verification;linearization points;optimized refinement checking;refinement relations;scalable nonzero indicators;sequential semantics;serialized executions;shared variables;symmetry reduction,,8,,62,,,20121129,13-Jul,,IEEE,IEEE Journals & Magazines,,21
A decentralized self-adaptation mechanism for service-based applications in the cloud,V. Nallur; R. Bahsoon,"University of Birmingham, Birmingham",IEEE Transactions on Software Engineering,20130429,2013,39,5,591,612,"Cloud computing, with its promise of (almost) unlimited computation, storage, and bandwidth, is increasingly becoming the infrastructure of choice for many organizations. As cloud offerings mature, service-based applications need to dynamically recompose themselves to self-adapt to changing QoS requirements. In this paper, we present a decentralized mechanism for such self-adaptation, using market-based heuristics. We use a continuous double-auction to allow applications to decide which services to choose, among the many on offer. We view an application as a multi-agent system and the cloud as a marketplace where many such applications self-adapt. We show through a simulation study that our mechanism is effective for the individual application as well as from the collective perspective of all applications adapting at the same time.",0098-5589;00985589,,10.1109/TSE.2012.53,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6249687,Self-adaptation;market based;multi-agent systems,Adaptation models;Cloud computing;Measurement;Pricing;Quality of service;Reliability;Resource management,cloud computing;electronic commerce;multi-agent systems;quality of service,QoS requirements;cloud computing;continuous double-auction;decentralized self-adaptation mechanism;market-based heuristics;multiagent system;service-based applications,,28,,56,,,20120726,13-May,,IEEE,IEEE Journals & Magazines,,21
The Effects of Test-Driven Development on External Quality and Productivity: A Meta-Analysis,Y. Rafique; V. B. MiÅçi—_,"Ryerson University, Toronto",IEEE Transactions on Software Engineering,20130523,2013,39,6,835,856,"This paper provides a systematic meta-analysis of 27 studies that investigate the impact of Test-Driven Development (TDD) on external code quality and productivity. The results indicate that, in general, TDD has a small positive effect on quality but little to no discernible effect on productivity. However, subgroup analysis has found both the quality improvement and the productivity drop to be much larger in industrial studies in comparison with academic studies. A larger drop of productivity was found in studies where the difference in test effort between the TDD and the control group's process was significant. A larger improvement in quality was also found in the academic studies when the difference in test effort is substantial; however, no conclusion could be derived regarding the industrial studies due to the lack of data. Finally, the influence of developer experience and task size as moderator variables was investigated, and a statistically significant positive correlation was found between task size and the magnitude of the improvement in quality.",0098-5589;00985589,,10.1109/TSE.2012.28,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6197200,Test-driven development;agile software development;code quality;meta-analysis;programmer productivity,Computational modeling;Process control;Productivity;Programming;Size measurement;Testing,program testing;software development management;software quality,TDD;code productivity;code quality;quality improvement;subgroup analysis;systematic meta analysis;test driven development,,19,,71,,,20120508,13-Jun,,IEEE,IEEE Journals & Magazines,,21
Alloy Meets the Algebra of Programming: A Case Study,J. N. Oliveira; M. A. Ferreira,"University of Minho, Braga",IEEE Transactions on Software Engineering,20130225,2013,39,3,305,326,"Relational algebra offers to software engineering the same degree of conciseness and calculational power as linear algebra in other engineering disciplines. Binary relations play the role of matrices with similar emphasis on multiplication and transposition. This matches with Alloy's lemma _ÑÒeverything is a relation_Ñù and with the relational basis of the Algebra of Programming (AoP). Altogether, it provides a simple and coherent approach to checking and calculating programs from abstract models. In this paper, we put Alloy and the Algebra of Programming together in a case study originating from the Verifiable File System mini-challenge put forward by Joshi and Holzmann: verifying the refinement of an abstract file store model into a journaled (Flash) data model catering to wear leveling and recovery from power loss. Our approach relies on diagrams to graphically express typed assertions. It interweaves model checking (in Alloy) with calculational proofs in a way which offers the best of both worlds. This provides ample evidence of the positive impact in software verification of Alloy's focus on relations, complemented by induction-free proofs about data structures such as stores and lists.",0098-5589;00985589,,10.1109/TSE.2012.15,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6155724,Model checking;algebra of programming;grand challenges in computing;software verification,Calculus;Cognition;Matrices;Metals;Programming;Software,formal verification;mathematics computing;relational algebra;software engineering,Alloys lemma;AoP;algebra of programming;calculating programs;data structures;linear algebra;model checking;relational algebra;relational basis;software engineering;software verification;verifiable file system,,2,,53,,,20120221,13-Mar,,IEEE,IEEE Journals & Magazines,,21
Systematic Elaboration of Scalability Requirements through Goal-Obstacle Analysis,L. Duboc; E. Letier; D. S. Rosenblum,"State University of Rio de Janeiro, Rio de Janeiro",IEEE Transactions on Software Engineering,20121228,2013,39,1,119,140,"Scalability is a critical concern for many software systems. Despite the recognized importance of considering scalability from the earliest stages of development, there is currently little support for reasoning about scalability at the requirements level. This paper presents a goal-oriented approach for eliciting, modeling, and reasoning about scalability requirements. The approach consists of systematically identifying scalability-related obstacles to the satisfaction of goals, assessing the likelihood and severity of these obstacles, and generating new goals to deal with them. The result is a consolidated set of requirements in which important scalability concerns are anticipated through the precise, quantified specification of scaling assumptions and scalability goals. The paper presents results from applying the approach to a complex, large-scale financial fraud detection system.",0098-5589;00985589,,10.1109/TSE.2012.12,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6152130,KAOS;Requirements/specifications;analysis;goal-oriented requirements engineering;performance measures;quality analysis and evaluation;scalability,Analytical models;Batch production systems;Educational institutions;Natural languages;Scalability;Software,financial data processing;fraud;large-scale systems;reasoning about programs;systems analysis,complex large-scale financial fraud detection system;goal satisfaction;goal-obstacle analysis;goal-oriented requirements engineering;reasoning about scalability;scalability requirement elicitation;scalability requirement modeling;software systems;systematic elaboration;systematic scalability-related obstacle identification,,10,,56,,,20120214,Jan. 2013,,IEEE,IEEE Journals & Magazines,,21
Performance Specification and Evaluation with Unified Stochastic Probes and Fluid Analysis,R. A. Hayden; J. T. Bradley; A. Clark,"Imperial College London, London",IEEE Transactions on Software Engineering,20121228,2013,39,1,97,118,"Rapid and accessible performance evaluation of complex software systems requires two critical features: the ability to specify useful performance metrics easily and the capability to analyze massively distributed architectures, without recourse to large compute clusters. We present the unified stochastic probe, a performance specification mechanism for process algebra models that combines many existing ideas: state and action-based activation, location-based specification, many-probe specification, and immediate signaling. These features, between them, allow the precise and compositional construction of complex performance measurements. The paper shows how a subset of the stochastic probe language can be used to specify common response-time measures in massive process algebra models. The second contribution of the paper is to show how these response-time measures can be analyzed using so-called fluid techniques to produce rapid results. In doing this, we extend the fluid approach to incorporate immediate activities and a new type of response-time measure. Finally, we calculate various response-time measurements on a complex distributed wireless network of O(10<sup>129</sup>) states in size.",0098-5589;00985589,,10.1109/TSE.2012.1,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6133297,Performance modeling;fluid approximation;measurement probes;passage-time analysis;performance evaluation tools;stochastic process algebra,Algebra;Analytical models;Computational modeling;Probes;Semantics;Stochastic processes;Syntactics,formal specification;process algebra;software metrics;software performance evaluation,action-based activation;common response-time measure;complex distributed wireless network;fluid analysis;immediate signaling;location-based specification;many-probe specification;performance evaluation mechanism;performance metrics;performance specification mechanism;process algebra model;software system;state-based activation;stochastic probe language;unified stochastic probes,,7,,29,,,20120117,Jan. 2013,,IEEE,IEEE Journals & Magazines,,21
