Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
How do developers react to API evolution? The Pharo ecosystem case,A. Hora; R. Robbes; N. Anquetil; A. Etien; S. Ducasse; M. T. Valente,"ASERG Group, Department of Computer Science (DCC), Federal University of Minas Gerais, Brazil",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,251,260,"Software engineering research now considers that no system is an island, but it is part of an ecosystem involving other systems, developers, users, hardware, ... When one system (e.g., a framework) evolves, its clients often need to adapt. Client developers might need to adapt to functionalities, client systems might need to be adapted to a new API, client users might need to adapt to a new User Interface. The consequences of such changes are yet unclear, what proportion of the ecosystem might be expected to react, how long might it take for a change to diffuse in the ecosystem, do all clients react in the same way? This paper reports on an exploratory study aimed at observing API evolution and its impact on a large-scale software ecosystem, Pharo, which has about 3,600 distinct systems, more than 2,800 contributors, and six years of evolution. We analyze 118 API changes and answer research questions regarding the magnitude, duration, extension, and consistency of such changes in the ecosystem. The results of this study help to characterize the impact of API evolution in large software ecosystems, and provide the basis to better understand how such impact can be alleviated.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332471,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332471,,Association rules;Computer science;Context;Ecosystems;History;Open source software,application program interfaces;software engineering;user interfaces,API evolution;Pharo ecosystem case;software ecosystems;software engineering research;user interface,,9,,37,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Do automatic refactorings improve maintainability? An industrial case study,G. Sz�ﾇke; C. Nagy; P. Heged�ｱs; R. Ferenc; T. Gyim神thy,"Department of Software Engineering, University of Szeged, Hungary",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,429,438,"Refactoring is often treated as the main remedy against the unavoidable code erosion happening during software evolution. Studies show that refactoring is indeed an elemental part of the developers' arsenal. However, empirical studies about the impact of refactorings on software maintainability still did not reach a consensus. Moreover, most of these empirical investigations are carried out on open-source projects where distinguishing refactoring operations from other development activities is a challenge in itself. We had a chance to work together with several software development companies in a project where they got extra budget to improve their source code by performing refactoring operations. Taking advantage of this controlled environment, we collected a large amount of data during a refactoring phase where the developers used a (semi)automatic refactoring tool. By measuring the maintainability of the involved subject systems before and after the refactorings, we got valuable insights into the effect of these refactorings on large-scale industrial projects. All but one company, who applied a special refactoring strategy, achieved a maintainability improvement at the end of the refactoring phase, but even that one company suffered from the negative impact of only one type of refactoring.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332494,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332494,ISO/IEC 25010;automatic refactoring;coding issues;software maintainability,Companies;Complexity theory;Encoding;Measurement;Object oriented modeling;Software systems,DP industry;project management;public domain software;software maintenance;source code (software),automatic refactoring;code erosion;industrial projects;open-source projects;software development companies;software evolution;software maintainability;source code,,1,,33,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
To fix or to learn? How production bias affects developers' information foraging during debugging,D. Piorkowski; S. D. Fleming; C. Scaffidi; M. Burnett; I. Kwan; A. Z. Henley; J. Macbeth; C. Hill; A. Horvath,"Oregon State University, Corvallis, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,11,20,"Developers performing maintenance activities must balance their efforts to learn the code vs. their efforts to actually change it. This balancing act is consistent with the _巾production bias_享 that, according to Carroll's minimalist learning theory, generally affects software users during everyday tasks. This suggests that developers' focus on efficiency should have marked effects on how they forage for the information they think they need to fix bugs. To investigate how developers balance fixing versus learning during debugging, we conducted the first empirical investigation of the interplay between production bias and information foraging. Our theory-based study involved 11 participants: half tasked with fixing a bug, and half tasked with learning enough to help someone else fix it. Despite the subtlety of difference between their tasks, participants foraged remarkably differently-making foraging decisions from different types of _巾patches,_享 with different types of information, and succeeding with different foraging tactics.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332447,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332447,Debugging;information foraging;theory meets tools,Debugging;Encoding;Interviews;Maintenance engineering;Navigation;Production;Software,program debugging;software maintenance,Carroll minimalist learning theory;bug fixing;debugging;developer information foraging;maintenance activities;production bias,,3,,46,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Towards automating dynamic analysis for behavioral design pattern detection,A. De Lucia; V. Deufemia; C. Gravino; M. Risi,"Department of Management and Information Technology, University of Salerno, Fisciano, Italy",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,161,170,"The detection of behavioral design patterns is more accurate when a dynamic analysis is performed on the candidate instances identified statically. Such a dynamic analysis requires the monitoring of the candidate instances at run-time through the execution of a set of test cases. However, the definition of such test cases is a time-consuming task if performed manually, even more, when the number of candidate instances is high and they include many false positives. In this paper we present the results of an empirical study aiming at assessing the effectiveness of dynamic analysis based on automatically generated test cases in behavioral design pattern detection. The study considered three behavioral design patterns, namely State, Strategy, and Observer, and three publicly available software systems, namely JHotDraw 5.1, QuickUML 2001, and MapperXML 1.9.7. The results show that dynamic analysis based on automatically generated test cases improves the precision of design pattern detection tools based on static analysis only. As expected, this improvement in precision is achieved at the expenses of recall, so we also compared the results achieved with automatically generated test cases with the more expensive but also more accurate results achieved with manually built test cases. The results of this analysis allowed us to highlight costs and benefits of automating dynamic analysis for design pattern detection.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332462,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332462,Dynamic analysis;design pattern detection;test case generation,Data mining;Instruments;Java;Monitoring;Runtime;Software systems,Unified Modeling Language;XML;object-oriented programming;program diagnostics;system monitoring,JHotDraw 5.1;MapperXML 1.9.7;QuickUML 2001;automating dynamic analysis;behavioral design pattern detection;static analysis,,,,39,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Web usage patterns of developers,C. S. Corley; F. Lois; S. Quezada,"ABB Corporate Research, Raleigh, NC, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,381,390,"Developers often rely on the web-based tools for troubleshooting, collaboration, issue tracking, code reviewing, documentation viewing, and a myriad of other uses. Developers also use the web for non-development purposes, such as reading news or social media. In this paper we explore whether web usage is detriment to a developer's focus on work from a sample over 150 developers. Additionally, we investigate if highly-focused developers use the web differently than other developers. Our qualitative findings suggest highly-focused developers use the web differently, but we are unable to predict a developer's focused based on web usage alone. Further quantitative findings suggest that web usage does not have a negative impact on a developer's focus.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332489,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332489,developer focus;interruptions;personal software process;web activity,Blogs;Buildings;Collaboration;Debugging;Encoding;Heating;Software,Internet;programming environments;software engineering,Web usage pattern;Web-based tool;code reviewing;documentation viewing;troubleshooting,,1,,19,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
User reviews matter! Tracking crowdsourced reviews to support evolution of successful apps,F. Palomba; M. Linares-V錐squez; G. Bavota; R. Oliveto; M. Di Penta; D. Poshyvanyk; A. De Lucia,"University of Salerno, Fisciano, Italy",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,291,300,"Nowadays software applications, and especially mobile apps, undergo frequent release updates through app stores. After installing/updating apps, users can post reviews and provide ratings, expressing their level of satisfaction with apps, and possibly pointing out bugs or desired features. In this paper we show-by performing a study on 100 Android apps-how developers addressing user reviews increase their app's success in terms of ratings. Specifically, we devise an approach, named CRISTAL, for tracing informative crowd reviews onto source code changes, and for monitoring the extent to which developers accommodate crowd requests and follow-up user reactions as reflected in their ratings. The results indicate that developers implementing user reviews are rewarded in terms of ratings. This poses the need for specialized recommendation systems aimed at analyzing informative crowd reviews and prioritizing feedback to be satisfied in order to increase the apps success.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332475,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332475,,Androids;Entropy;Feature extraction;Humanoid robots;Joining processes;Monitoring;Planning,mobile computing;recommender systems;source code (software),Android apps;CRISTAL;app stores;crowd request;crowdsourced review tracking;informative crowd review tracing;mobile apps;ratings;source code change;specialized recommendation systems;user reaction;user review,,15,,38,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Delta extraction: An abstraction technique to comprehend why two objects could be related,N. Nitta; T. Matsuoka,"Graduate School of Natural Science, Konan University, Kobe, Japan",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,61,70,"In an execution of a large scale program, even a simple observable behavior may be generated by a wide range of the source code. To comprehend how such a behavior is implemented in the code, a debugger would be helpful. However, when using a debugger, developers often encounter several types of cumbersome tasks and are often confused by the huge and complicated runtime information. To support such a debugger-based comprehension task, we propose an abstraction technique of runtime information, named delta, and present a delta extraction and visualization tool. Basically, a delta is defined for two linked objects in an object-oriented program's execution. It intuitively represents the reason why these objects could be related in the execution, and it can hide the details of how these objects were related. We have conducted experiments on four subject tasks from two real-world systems to evaluate how appropriately an extracted delta can answer the `why' question and how long the tool can reduce the working time to answer the question. The results show that each delta can successfully answer the question and a tens-of-minutes to one-hour debugger-based task can be reduced by extracting a delta.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332452,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332452,back-in-time debugging;debugger-based program comprehension;dynamic analysis;trace compression,Containers;Context;Debugging;Electronic mail;Java;Runtime;Visualization,object-oriented programming;program debugging,delta extraction;object-oriented program execution;source code;visualization tool,,1,,18,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Evaluating clone detection tools with BigCloneBench,J. Svajlenko; C. K. Roy,"Department of Computer Science, University of Saskatchewan, Canada",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,131,140,"Many clone detection tools have been proposed in the literature. However, our knowledge of their performance in real software systems is limited, particularly their recall. In this paper, we use our big data clone benchmark, BigCloneBench, to evaluate the recall of ten clone detection tools. BigCloneBench is a collection of eight million validated clones within IJaDataset-2.0, a big data software repository containing 25,000 open-source Java systems. BigCloneBench contains both intra-project and inter-project clones of the four primary clone types. We use this benchmark to evaluate the recall of the tools per clone type and across the entire range of clone syntactical similarity. We evaluate the tools for both single-system and cross-project detection scenarios. Using multiple clone-matching metrics, we evaluate the quality of the tools' reporting of the benchmark clones with respect to refactoring and automatic clone analysis use-cases. We compare these real-world results against our Mutation and Injection Framework, a synthetic benchmark, to reveal deeper understanding of the tools. We found that the tools have strong recall for Type-1 and Type-2 clones, as well as Type-3 clones with high syntactical similarity. The tools have weaker detection of clones with lower syntactical similarity.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332459,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332459,,Benchmark testing;Big data;Cloning;Data mining;Java;Software systems,Big Data;Java;software maintenance;software performance evaluation;source code (software),Big data software repository;BigCloneBench;automatic clone analysis;clone detection tool;clone syntactical similarity;multiple clone-matching metrics;open-source Java system;software refactoring,,10,,31,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
How developers detect and fix performance bottlenecks in Android apps,M. Linares-V錐squez; C. Vendome; Q. Luo; D. Poshyvanyk,"The College of William and Mary, Williamsburg, VA, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,352,361,"Performance of rapidly evolving mobile apps is one of the top concerns for users and developers nowadays. Despite the efforts of researchers and mobile API designers to provide developers with guidelines and best practices for improving the performance of mobile apps, performance bottlenecks are still a significant and frequent complaint that impacts the ratings and apps' chances for success. However, little research has been done into understanding actual developers' practices for detecting and fixing performance bottlenecks in mobile apps. In this paper, we present the results of an empirical study aimed at studying and understanding these practices by surveying 485 open source Android app and library developers, and manually analyzing performance bugs and fixes in their app repositories hosted on GitHub. The paper categorizes actual practices and tools used by real developers while dealing with performance issues. In general, our findings indicate that developers heavily rely on user reviews and manual execution of the apps for detecting performance bugs. While developers also use available tools to detect performance bottlenecks, these tools are mostly for profiling and do not help in detecting and fixing performance issues automatically.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332486,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332486,Android;Bottlenecks;Developers;Performance,Androids;Computer bugs;Humanoid robots;Manuals;Mobile communication;Smart phones;Testing,Android (operating system);application program interfaces;mobile computing;software performance evaluation,GitHub;app repositories;library developers;mobile API designers;mobile apps;open source Android app;performance bottleneck detection;performance bugs;user reviews,,6,,68,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Scripting parametric refactorings in Java to retrofit design patterns,J. Kim; D. Batory; D. Dig,"University of Texas at Austin, 78712, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,211,220,"Retrofitting design patterns into a program by hand is tedious and error-prone. A programmer must distinguish refactorings that are provided by an Integrated Development Environment (IDE) from those that must be realized manually, determine a precise sequence of refactorings to apply, and perform this sequence repetitively to a laborious degree. We designed, implemented, and evaluated Reflective Refactoring (R<sup>2</sup>), a Java package to automate the creation of classical design patterns (Visitor, Abstract Factory, etc.), their inverses, and variants. We encoded 18 out of 23 Gang-of-Four design patterns as R<sup>2</sup> scripts and explain why the remaining are inappropriate for refactoring engines. We evaluate the productivity and scalability of R<sup>2</sup> with a case study of 6 real-world applications. In one case, R<sup>2</sup> automatically created a Visitor with 276 visit methods by invoking 554 Eclipse refactorings in 10 minutes - an achievement that could not be done manually. R<sup>2</sup> also sheds light on why refactoring correctness, expressiveness, and speed are critical issues for scripting in next-generation refactoring engines.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332467,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332467,,DVD;Graphics;Manuals,Java;object-oriented methods;programming environments;software maintenance,Eclipse refactoring;IDE;Java;R<sup>2</sup>;abstract factory;design pattern retrofitting;integrated development environment;next-generation refactoring engine;parametric refactoring scripting;refactoring correctness;refactoring expressiveness;refactoring speed;reflective refactoring;time 10 min;visitor,,2,,64,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Who should review this change?: Putting text and file location analyses together for more accurate recommendations,X. Xia; D. Lo; X. Wang; X. Yang,"College of Computer Science and Technology, Zhejiang University, Hangzhou, China",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,261,270,"Software code review is a process of developers inspecting new code changes made by others, to evaluate their quality and identify and fix defects, before integrating them to the main branch of a version control system. Modern Code Review (MCR), a lightweight and tool-based variant of conventional code review, is widely adopted in both open source and proprietary software projects. One challenge that impacts MCR is the assignment of appropriate developers to review a code change. Considering that there could be hundreds of potential code reviewers in a software project, picking suitable reviewers is not a straightforward task. A prior study by Thongtanunam et al. showed that the difficulty in selecting suitable reviewers may delay the review process by an average of 12 days. In this paper, to address the challenge of assigning suitable reviewers to changes, we propose a hybrid and incremental approach Tie which utilizes the advantages of both Text mIning and a filE location-based approach. To do this, Tie integrates an incremental text mining model which analyzes the textual contents in a review request, and a similarity model which measures the similarity of changed file paths and reviewed file paths. We perform a large-scale experiment on four open source projects, namely Android, OpenStack, QT, and LibreOffice, containing a total of 42,045 reviews. The experimental results show that on average Tie can achieve top-1, top-5, and top-10 accuracies, and Mean Reciprocal Rank (MRR) of 0.52, 0.79, 0.85, and 0.64 for the four projects, which improves the state-of-the-art approach RevFinder, proposed by Thongtanunam et al., by 61%, 23%, 8%, and 37%, respectively.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332472,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332472,Modern Code Review;Path Similarity;Recommendation System;Text Mining,Accuracy;Analytical models;Computational modeling;Control systems;Feature extraction;Software;Text mining,configuration management;data mining;public domain software;text analysis,Android;LibreOffice;MCR;MRR;OpenStack;QT;TIE;filE location-based approach;mean reciprocal rank;modern code review;open source;software code review;software project;text mining model;textual content analysis;version control system,,6,,36,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
An empirical evaluation of the effectiveness of inspection scenarios developed from a defect repository,K. Kasubuchi; S. Morisaki; A. Yoshida; C. Ogawa,"Research and Development Center, SCREEN Holdings Co., LTD, Fushimi, Kyoto, Japan",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,439,448,"Abstracting and summarizing high-severity defects detected during inspections of previous software versions could lead to effective inspection scenarios in a subsequent version in software maintenance and evolution. We conducted an empirical evaluation of 456 defects detected from the requirement specification inspections conducted during the development of industrial software. The defects were collected from an earlier version, which included 59 high-severity defects, and from a later version, which included 48 high-severity defects. The results of the evaluation showed that nine defect types and their corresponding inspection scenarios were obtained by abstracting and summarizing 45 defects in the earlier version. The results of the evaluation also showed that 46 of the high-severity defects in the later version could be potentially detected using the obtained inspection scenarios. The study also investigated which inspection scenarios can be obtained by the checklist proposed in the value-based review (VBR). It was difficult to obtain five of the inspection scenarios using the VBR checklist. Furthermore, to investigate the effectiveness of cluster analysis for inspection scenario development, the 59 high-severity defects in the earlier version were clustered into similar defect groups by a clustering algorithm. The results indicated that cluster analysis can be a guide for selecting similar defects and help in the tasks of abstracting and summarizing defects.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332495,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332495,Software inspection;defect abstraction;prioritizing inspection scenarios,Inspection;Research and development;Software maintenance;Stakeholders;Taxonomy;Yttrium,formal specification;inspection;pattern clustering;program diagnostics;software maintenance,VBR checklist;cluster analysis;clustering algorithm;high-severity defects;inspection scenario development;requirement specification inspections;software defect repository;software evolution;software inspection scenarios;software maintenance;value-based review,,,,19,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Developers' perception of co-change patterns: An empirical study,L. L. Silva; M. T. Valente; M. de A. Maia; N. Anquetil,"Department of Computer Science, Federal University of Minas Gerais, Brazil",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,21,30,"Co-change clusters are groups of classes that frequently change together. They are proposed as an alternative modular view, which can be used to assess the traditional decomposition of systems in packages. To investigate developer's perception of co-change clusters, we report in this paper a study with experts on six systems, implemented in two languages. We mine 102 co-change clusters from the version history of such systems, which are classified in three patterns regarding their projection to the package structure: Encapsulated, Crosscutting, and Octopus. We then collect the perception of expert developers on such clusters, aiming to ask two central questions: (a) what concerns and changes are captured by the extracted clusters? (b) do the extracted clusters reveal design anomalies? We conclude that Encapsulated Clusters are often viewed as healthy designs and that Crosscutting Clusters tend to be associated to design anomalies. Octopus Clusters are normally associated to expected class distributions, which are not easy to implement in an encapsulated way, according to the interviewed developers.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332448,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332448,,Clustering algorithms;Java;Maintenance engineering;Open source software;Partitioning algorithms;Pattern matching,object-oriented programming;pattern clustering;public domain software;software packages,cochange pattern;crosscutting cluster;octopus cluster;package structure,,1,,41,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Identifying wasted effort in the field via developer interaction data,G. Balogh; G. Antal; 吹. Besz姓des; L. Vid錐cs; T. Gyim神thy; 吹. Z. V姓gh,"Department of Software Engineering, University of Szeged, Hungary",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,391,400,"During software projects, several parts of the source code are usually re-written due to imperfect solutions before the code is released. This wasted effort is of central interest to the project management to assure on-time delivery. Although the amount of thrown-away code can be measured from version control systems, stakeholders are more interested in productivity dynamics that reflect the constant change in a software project. In this paper we present a field study of measuring the productivity of a medium-sized J2EE project. We propose a productivity analysis method where productivity is expressed through dynamic profiles - the so-called Micro-Productivity Profiles (MPPs). They can be used to characterize various constituents of software projects such as components, phases and teams. We collected detailed traces of developers' actions using an Eclipse IDE plug-in for seven months of software development throughout two milestones. We present and evaluate profiles of two important axes of the development process: by milestone and by application layers. MPPs can be an aid to take project control actions and help in planning future projects. Based on the experiments, project stakeholders identified several points to improve the development process. It is also acknowledged, that profiles show additional information compared to a naive diff-based approach.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332490,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332490,,Productivity;Project management;Security;Software;Software measurement;Stakeholders;User interfaces,programming environments;project management;software engineering;software management,Eclipse IDE plugin;MPP;medium-sized J2EE project;microproductivity profile;productivity analysis method;software development;software project management;source code,,,,24,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Modeling changeset topics for feature location,C. S. Corley; K. L. Kashuda; N. A. Kraft,"The University of Alabama, Tuscaloosa, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,71,80,"Feature location is a program comprehension activity in which a developer inspects source code to locate the classes or methods that implement a feature of interest. Many feature location techniques (FLTs) are based on text retrieval models, and in such FLTs it is typical for the models to be trained on source code snapshots. However, source code evolution leads to model obsolescence and thus to the need to retrain the model from the latest snapshot. In this paper, we introduce a topic-modeling-based FLT in which the model is built incrementally from source code history. By training an online learning algorithm using changesets, the FLT maintains an up-to-date model without incurring the non-trivial computational cost associated with retraining traditional FLTs. Overall, we studied over 600 defects and features from 4 open-source Java projects. We also present a historical simulation that demonstrates how the FLT performs as a project evolves. Our results indicate that the accuracy of a changeset-based FLT is similar to that of a snapshot-based FLT, but without the retraining costs.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332453,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332453,changesets;feature location;mining software repositories;program comprehension;topic modeling,Accuracy;Computational modeling;Feature extraction;Indexes;Search engines;Software;Standards,Java;public domain software;source code (software);text analysis,feature location;feature location technique;modeling changeset topic;online learning algorithm;open-source Java project;program comprehension activity;source code;source code evolution;source code snapshot;text retrieval model;topic-modeling-based FLT,,,,42,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
When and why developers adopt and change software licenses,C. Vendome; M. Linares-V錐squez; G. Bavota; M. Di Penta; D. M. German; D. Poshyvanyk,"The College of William and Mary, VA, USA",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,31,40,"Software licenses legally govern the way in which developers can use, modify, and redistribute a particular system. While previous studies either investigated licensing through mining software repositories or studied licensing through FOSS reuse, we aim at understanding the rationale behind developers' decisions for choosing or changing software licensing by surveying open source developers. In this paper, we analyze when developers consider licensing, the reasons why developers pick a license for their project, and the factors that influence licensing changes. Additionally, we explore the licensing-related problems that developers experienced and expectations they have for licensing support from forges (e.g., GitHub). Our investigation involves, on one hand, the analysis of the commit history of 16,221 Java open source projects to identify the commits where licenses were added or changed. On the other hand, it consisted of a survey-in which 138 developers informed their involvement in licensing-related decisions and 52 provided deeper insights about the rationale behind the actions that they had undertaken. The results indicate that developers adopt licenses early in the project's development and change licensing after some period of development (if at all). We also found that developers have inherent biases with respect to software licensing. Additionally, reuse-whether by a non-contributor or for commercial purposes-is a dominant reason why developers change licenses of their systems. Finally, we discuss potential areas of research that could ameliorate the difficulties that software developers are facing with regard to licensing issues of their software systems.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332449,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332449,Empirical Studies;Mining Software Repositories;Software Licenses,Data mining;History;Java;Law;Licenses;Software,Java;public domain software,FOSS reuse;Java open source project;software license;software repository mining,,8,,31,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Query by example in large-scale code repositories,V. Balachandran,"VMware, Bangalore, India",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,467,476,"Searching code samples in a code repository is an important part of program comprehension. Most of the existing tools for code search support syntactic element search and regular expression pattern search. However, they are text-based and hence cannot handle queries which are syntactic patterns. The proposed solutions for querying syntactic patterns using specialized query languages present a steep learning curve for users. The querying would be more user-friendly if the syntactic pattern can be formulated in the underlying programming language (as a sample code snippet) instead of a specialized query language. In this paper, we propose a solution for the query by example problem using Abstract Syntax Tree (AST) structural similarity match. The query snippet is converted to an AST, then its subtrees are compared against AST subtrees of source files in the repository and the similarity values of matching subtrees are aggregated to arrive at a relevance score for each of the source files. To scale this approach to large code repositories, we use locality-sensitive hash functions and numerical vector approximation of trees. Our experimental evaluation involves running control queries against a real project. The results show that our algorithm can achieve high precision (0.73) and recall (0.81) and scale to large code repositories without compromising quality.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332498,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332498,,Approximation algorithms;Approximation methods;Euclidean distance;Java;Search engines;Syntactics;Vegetation,approximation theory;file organisation;query languages;query processing;source code (software);trees (mathematics);vectors,AST structural similarity match;AST subtrees;abstract syntax tree structural similarity match;code repositories;code sample searching;learning curve;locality-sensitive hash function;program comprehension;programming language;query by example;query snippet;regular expression pattern search;specialized query languages;syntactic element search;syntactic pattern querying;tree numerical vector approximation,,1,,45,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,9
Code smells in spreadsheet formulas revisited on an industrial dataset,B. Jansen; F. Hermans,"Delft University of Technology, The Netherlands",2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),20151123,2015,,,372,380,"In previous work, code smells have been adapted to be applicable on spreadsheet formulas. The smell detection algorithm used in this earlier study was validated on a small dataset of industrial spreadsheets by interviewing the users of these spreadsheets and asking them about their opinion about the found smells. In this paper a more in depth validation of the algorithm is done by analyzing a set of spreadsheets of which users indicated whether or not they are smelly. This new dataset gives us the unique possibility to get more insight in how we can distinguish `bad' spreadsheets from `good' spreadsheets. We do that in two ways: For both the smelly and non smelly spreadsheets we 1) have calculated the metrics that detect the smells and 2) have calculated metrics with respect to size, level of coupling, and the use of functions. The results show that indeed the metrics for the smells decrease in spreadsheets that are not smelly. With respect to size we found to our surprise that the improved spreadsheets were not smaller, but bigger. With regard to coupling and the use of functions both datasets are similar. It indicates that it is difficult to use metrics with respect to size, degree of coupling or use of functions to draw conclusions on the complexity of a spreadsheet.",,Electronic:978-1-4673-7532-0; USB:978-1-4673-7531-3,10.1109/ICSM.2015.7332488,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332488,,Companies;Complexity theory;Couplings;Length measurement;Programming;Standards,software engineering;spreadsheet programs,code smell detection algorithm;industrial spreadsheet;spreadsheet formula,,4,,13,,,,Sept. 29 2015-Oct. 1 2015,,IEEE,IEEE Conferences,,8
